Sample,1,2,3,4,5,6,7,8,9,10,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,50,51,54,55,56,57,58,59,60,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
FCI,3.490651485,3.59913508,3.760026807,3.902360935,3.60883523,3.599182726,3.918007776,3.650659522,3.773183804,3.911430542,4.091288051,4.064153134,4.099857216,3.915671762,3.9885304,4.095760305,4.217571001,4.203247912,4.250125331,4.207994033,4.150045556,4.310252204,4.061214537,4.027238888,4.369965401,4.276420496,4.542371161,4.31179299,4.598173145,4.54615888,4.440882736,4.868019105,4.752298341,4.883247551,3.772114067,4.069255866,3.76492289,3.996695379,3.844142059,4.712927188,3.769497758,4.059728823,4.437613218,4.784664322,3.812454445,3.768352874,5.302619323,3.972850456,3.715970921,4.117025595,3.971688593,4.448200861,3.573063747,3.84950222,3.936057979,4.161164724,5.045710728,4.060943226,3.799769854,4.175577458,4.954331707,4.051458405,4.440143926,4.696070019,4.900218868,4.486475888,3.546192895,4.438393497,4.727500619,3.603219353,3.641132895,4.218387652,5.143229327,4.189206499,4.522000288,5.144209474,3.880590705,4.272431296,4.489327727,4.185697122,4.97739527,3.635254471,5.780616665,4.577980886,4.128243023,4.579642056,3.718057504,4.022410876,3.659736916,4.377726986,4.800173876,4.413596914,3.931482238,4.272875192,4.8691226,5.368538648,4.41320792,4.04305781,5.090994375,3.928278478,4.196902686,5.827020072,5.027265949,3.933834247,2.832373843,4.194011977,5.132297191,4.094922549,3.666471731,4.334729233,4.683811955,4.991625113,4.261173327,4.90531005,4.318413443,5.021807574,4.846224989,5.205659758,3.856524035,4.783959702,4.421586166,5.691315453,5.270242845,5.799518698,4.356953693,5.343685357,4.331988212,4.985726843,5.361069645,5.563936218,4.424582152,4.560103885,4.73446796,6.095180354,6.047894024
FCI,3.550875596,3.541264592,3.91344316,3.843059838,3.685955988,3.567733477,3.940588404,3.607791584,3.822916316,3.933431446,4.040897867,3.988332298,4.130011022,3.891871384,4.030870065,4.144643296,4.154290929,4.183565943,4.142849992,4.175354451,4.207800125,4.357008269,4.090657142,4.053362983,4.381019105,4.351314398,4.536572888,4.720753341,4.549821903,4.562792977,4.917368861,4.861727779,4.743404522,4.825539134,3.703088162,4.032272889,3.656688563,3.957713812,3.873734162,4.769299755,3.733319702,4.079236866,4.401738073,4.760049619,3.780832362,3.738544753,5.335246581,3.969480229,3.679653915,4.162189341,3.939598798,4.422232144,3.651533438,3.828680347,3.912307354,4.212833601,5.060518059,4.038410033,3.800633553,4.206231204,4.984346267,4.022526929,4.188758611,4.628697072,4.988950296,4.459375468,3.388708842,4.473488657,4.756313079,3.648431119,3.744244025,4.255147541,5.125513911,4.166674554,4.549046406,5.106056282,3.930261013,4.237249482,4.831958089,4.107279639,4.963917781,3.489040934,5.735532204,4.583876682,4.167109354,4.587487784,3.723169743,4.082856192,3.796339737,4.253574178,4.894478392,4.694718272,3.944360488,4.233039949,4.889489757,5.349547479,4.448285497,4.103368847,5.078476018,4.013460506,4.228548594,5.867548236,5.024450366,3.98334421,2.86897783,4.17664308,5.056194982,4.031530904,3.659697372,4.317676704,4.694724316,4.964710931,4.212544498,4.939032408,4.286826782,4.935438636,4.857021966,5.259068835,3.823200135,4.658864651,4.44026513,5.679244259,5.217875031,5.818351147,4.37753563,5.32467316,4.323757134,4.973360169,5.429389416,5.60424518,4.404778284,4.521756935,4.731452468,6.113612576,6.036732628
FCI,3.610200643,3.686156936,3.771526269,3.838857003,3.758988059,3.679091433,3.801945517,3.524186323,3.791637349,3.794191159,3.898079741,3.92295307,3.951796778,4.140993558,4.092818997,4.072912689,4.001773976,4.138708945,4.10439482,4.094296973,4.170787096,4.302917791,4.090106936,4.100373975,4.328894973,4.210559298,4.476813684,4.623974324,4.48513588,4.426864265,4.796810147,4.778903391,4.722918338,4.801538542,3.730032854,4.15528761,3.563447091,3.765842547,3.823631862,4.899886541,3.737383227,4.052167346,4.404303769,4.834280265,3.751997109,3.791264764,5.311170495,3.811308678,3.693154524,4.122435946,3.872955281,4.382238361,3.43492275,3.737939009,4.164306452,4.020788053,4.93125938,3.993156346,3.733411845,4.173017534,4.930521706,3.986959503,4.11346524,4.611850994,4.81343665,4.365887008,3.434088548,4.418868046,4.564301229,3.648348473,3.749525446,4.135350309,5.050417897,4.151748167,4.458717805,5.129006671,3.850794091,4.200160993,4.738409441,4.134720457,4.893766056,3.380285982,5.760382948,4.490394256,4.223797281,4.451977291,3.510829904,4.098311409,3.922734139,4.216235427,4.925052684,4.649293262,4.007463565,4.042121609,4.86527419,5.193288273,4.429998632,4.043509071,4.920122595,4.077800692,4.238421238,5.804303074,4.976779985,4.001960662,2.814274511,4.155805067,5.066700335,3.954774693,3.765824413,4.259137317,4.683178028,4.877647817,4.19751312,4.970668075,4.134279804,4.948317564,4.605163,5.152113455,3.752619887,4.54656309,4.304077515,5.690024461,5.167365092,5.775883372,4.364173913,5.169074296,4.16104831,4.804209826,5.317261682,5.55936153,4.555927069,4.593538322,4.80002691,6.136230749,6.11064154
FCI,3.654125784,3.962965947,3.751885785,3.293491972,3.834024578,3.681759763,3.51245244,2.848065282,3.798546458,3.770627396,3.554212405,3.573378824,3.57171453,4.288933962,4.210326863,4.089889528,3.647153179,4.020363566,4.038743035,4.005180588,4.161155005,4.377020645,4.099759265,4.237010794,3.947803733,4.170214717,4.433184318,4.734882028,4.015084161,4.149804312,4.887649584,4.777418245,4.687343087,4.323253351,3.559086454,4.229354081,3.404702372,3.205327245,3.606883126,5.013016857,3.624607178,3.857343698,4.318783125,4.683624532,3.781664444,3.791412948,5.280900835,3.564929061,3.665871618,3.930244951,3.821741679,4.175852727,3.343873412,3.798490516,4.533106411,3.760914941,4.832562354,3.996572477,3.662770391,4.149877518,4.834576695,3.944076493,3.73726335,4.155091368,4.537273518,4.201274098,3.267335668,4.359541335,4.30238948,3.665561891,4.133784636,3.980237421,4.986751372,3.837342335,4.216249405,5.144268838,3.784711834,4.037471951,4.945784339,4.080743214,4.898561332,3.336410953,5.713212568,4.280577985,4.327461345,4.068995293,3.286362648,4.187508755,4.240036308,4.193544409,5.067270628,4.674143402,4.173345851,3.549333538,4.874671103,4.911583458,4.150753456,4.119724042,4.550160822,4.451701601,4.390714296,5.716586828,4.982191724,4.174934229,2.555636127,4.033092864,4.846332961,3.536954918,3.597530412,3.982563175,4.865144083,4.922376063,4.112049803,5.06577361,3.817013691,4.508482926,4.485072055,4.97083364,3.647502075,4.411746872,3.964301081,5.794293692,5.241037501,5.837967305,4.015371804,5.014053803,3.962266465,4.529035338,5.177190835,5.61646251,4.584855616,4.6829232,4.827335714,6.071376769,6.202978711
FCI,3.65487594,3.629550892,3.748049793,3.926764774,3.762649767,3.602783249,3.992273969,3.617174494,3.752128078,3.803838498,3.866993323,4.007417409,4.083582153,4.290804177,4.063772633,4.308845887,4.222493151,4.149780033,4.128870615,4.01981889,4.177828298,4.259745367,4.084257405,4.116337503,4.488342376,4.197132443,4.504373164,4.326079549,4.502906844,4.431015396,4.446790231,4.778083081,4.710891999,4.880065066,3.82238543,4.071395699,3.67434611,3.956153677,3.834393396,4.831807929,3.603693341,4.046496717,4.394080929,4.926137416,3.781675464,3.730915437,5.207366424,3.815391587,3.716300796,4.110082215,3.930718967,4.499093197,3.470214905,3.886110193,4.340115026,4.047985472,4.887333829,4.009055404,3.765372971,4.18325072,4.935035649,3.976557604,4.437006554,4.648476585,4.882139549,4.35817423,3.463230087,4.407729962,4.598513288,3.779825337,3.651160368,4.167293997,5.053842608,4.418244206,4.56618725,5.101904038,3.872247913,4.114121513,4.518674476,4.168148754,4.86738415,3.593332724,5.720652307,4.504487023,4.205788303,4.628229205,3.553438414,4.088971517,3.733532956,4.164822542,4.799325272,4.450656357,4.023779081,4.264625073,4.910759916,5.35245343,4.445884644,3.998769615,5.078829491,4.025605041,4.239566318,5.792620837,4.977171811,4.000418197,2.775581957,4.231236351,5.186747632,4.130614518,3.541754626,4.100168914,4.584283428,4.8707125,4.252075478,4.947764689,4.322988551,4.940559581,4.662101659,5.335766518,3.811737646,4.648846867,4.478479844,5.712160723,5.220396646,5.754903695,4.107465246,5.244029731,4.079362651,4.937022471,5.35406822,5.569065062,4.548788778,4.600515448,4.744935447,6.114107024,6.064921639
FCI,3.529353794,3.779002956,3.734455658,4.036828628,3.743820636,3.464772802,3.961125635,3.575869869,3.798569567,3.689998875,3.822378601,4.009330893,4.057321319,4.26526979,4.08499157,4.403755449,4.245553777,4.132107617,4.108488799,4.080472439,4.143269929,4.38191502,4.133741744,4.062624818,4.52625134,4.086978028,4.420119363,4.353907434,4.531368791,4.384664819,4.506802409,4.817322185,4.754814844,4.914873198,3.896720114,4.063120616,3.482599096,3.996280617,3.795189235,4.871171312,3.468163592,3.839608796,4.326439233,5.024266916,3.778976674,3.732647808,5.341616633,3.853809709,3.651183749,3.941680068,3.896549278,4.460331099,3.405083095,3.918836218,4.497411348,4.025631398,4.882005874,4.072182132,3.626022519,4.1308903,4.832086178,3.954168474,4.240522147,4.645899804,4.879128687,4.146606771,3.443052297,4.403881066,4.63876144,3.57726429,3.727631326,4.293050585,4.931827249,4.377464312,4.530686913,5.081156807,3.859951747,4.111074161,4.563102306,4.17398876,4.821807219,3.511823588,5.734034258,4.469460165,4.215657463,4.749227912,3.561930173,3.953659949,3.75374195,4.190853108,4.764458986,4.496425006,3.733163645,4.258380426,5.005658398,5.401144433,4.319515426,4.059427571,5.149100384,4.073950337,4.329905475,5.779288658,5.084952487,3.936164417,2.601774669,4.282191034,5.145329262,4.119095549,3.659798519,4.107951116,4.527600362,4.846010724,4.210302415,4.905974742,4.344181968,4.861864549,4.586853453,5.378843426,3.681234455,4.466024348,4.556592276,5.606455672,5.195910693,5.704056697,4.100152474,5.151318519,4.080980544,4.917156891,5.344102507,5.675181597,4.565062135,4.563629452,4.756793427,6.142489421,6.086812402
FCI,3.582368476,3.803989851,3.617362708,3.605717293,3.841835947,3.544194333,3.642364152,3.199263648,3.795244843,3.535995844,3.69187938,3.764540268,3.740046948,4.331209863,4.124799467,4.254490553,3.763726654,4.021426521,4.087376497,3.922289156,4.086428407,4.429683536,4.025505194,4.120957897,4.299528589,4.084825584,4.496536161,4.594438809,4.20225337,4.328316188,4.733408689,4.778710618,4.731381148,4.498317601,3.701598356,4.176864205,3.397904188,3.553587664,3.647945007,4.980479343,3.52047479,3.798359839,4.279516646,4.877001642,3.684547511,3.765611139,5.339013062,3.64823561,3.565515919,3.819231822,3.823827126,4.346457207,3.275288755,3.890381771,4.609963046,3.886014314,4.731420976,4.046608405,3.502810195,4.153943375,4.840428324,3.810110774,3.920045418,4.439462506,4.57828617,4.085198454,3.421113173,4.374660798,4.448157809,3.656144887,3.932234203,4.128607518,4.973392721,4.045079716,4.349392045,5.068981276,3.837009977,3.940668893,4.729090689,4.124312559,4.833404259,3.457215601,5.673098968,4.310550515,4.333523201,4.338038648,3.250205656,4.180317629,4.111332271,4.143839682,4.94888793,4.572895391,3.999989584,3.760514824,4.940578496,5.018635791,4.239523477,4.10800602,4.834271335,4.282390931,4.365958707,5.815386098,4.960662392,4.169624614,2.666529004,4.073373183,5.027312985,3.83255945,3.813794181,3.892219052,4.823395628,4.831271587,4.146491931,5.066143308,3.883872725,4.67094346,4.516860089,5.226118389,3.582266274,4.254385093,4.180555464,5.689877259,5.071501463,5.800003439,3.830881618,5.045564823,3.841481481,4.702423997,5.227587256,5.570983524,4.621378496,4.623978007,4.767600796,6.147104686,6.204302084
FCI,3.637998321,3.667149577,3.745875585,3.889310032,3.728436183,3.661039124,3.865717472,3.625703269,3.826877085,3.906670601,3.900349364,3.958937668,4.042628136,4.092592095,4.025676802,4.150994611,4.145909,4.168236291,4.187521232,4.130044949,4.175397786,4.240850014,4.068196827,4.12430238,4.446531323,4.204310705,4.481171584,4.714805941,4.440006336,4.509471657,4.894480289,4.863196818,4.775256773,4.840290872,3.731936961,3.992081179,3.736269541,3.91653609,3.885905098,4.758767537,3.685841632,4.125781273,4.461426125,4.802854146,3.814963141,3.715414008,5.252486202,3.948783764,3.735145255,4.122636808,3.894277471,4.380911566,3.628682714,3.822030573,4.14745606,4.13184267,5.037585292,3.967743746,3.81587567,4.195652217,5.007115461,4.002342125,4.416169509,4.565141567,4.906748857,4.402003422,3.482292796,4.469416302,4.693773963,3.679353313,3.742933015,4.239392465,5.105362788,4.139920005,4.524099178,5.07863184,3.924576836,4.25537394,4.739146413,4.127908335,4.914614097,3.335894331,5.741829143,4.604456839,4.150747108,4.568074125,3.636883479,4.019939336,3.829712536,4.248626157,4.915777498,4.694360787,3.858087612,4.184914481,4.881956588,5.309685375,4.475121107,4.152172471,5.046681574,4.017854589,4.226337472,5.848804653,5.007806498,3.978062473,2.851227894,4.170234267,5.094215248,4.085660502,3.720014085,4.237616184,4.639583924,4.946967366,4.238763689,4.919543462,4.233675235,4.970399273,4.752622095,5.253703652,3.860962235,4.683091715,4.35271513,5.678532714,5.233875478,5.803567327,4.20373973,5.285682319,4.153311709,4.917435514,5.356607273,5.616668731,4.472382357,4.584418377,4.750652992,6.128425852,6.050469188
FCS,3.768538538,3.663105842,3.739934471,3.742470238,3.704728193,3.515418427,3.806508139,3.548412387,3.836734565,3.754797082,3.779919137,3.909747709,3.976317839,4.182730501,4.090292368,4.087625157,3.90417709,4.032897643,4.058129013,4.038069791,4.154168265,4.344272273,4.048409769,4.002323337,4.379068928,4.351263305,4.527773196,4.472152507,4.417294501,4.474950401,4.636975901,4.75347213,4.722188034,4.667264986,3.733037625,4.150129122,3.710048857,3.729564115,3.722235438,4.903102956,3.608225985,3.906208382,4.356013392,4.833933588,3.730351313,3.653529279,5.293667593,3.915109397,3.654898982,3.887106485,3.908241436,4.469094061,3.471878703,3.770571579,4.363657337,4.209213039,4.868976656,3.991638983,3.704396464,4.200222859,4.953709807,3.935103324,4.275561291,4.542539993,4.817024902,4.339917982,3.339968996,4.416950032,4.561049232,3.801134704,3.651154627,4.172907552,5.056796306,4.262682512,4.44968352,5.169058884,4.079459736,4.046286494,4.59558921,4.117828534,4.928026714,3.462016,5.715591582,4.563194878,4.244945878,4.433068452,3.470768601,4.188566969,3.930933234,4.191055007,4.943332488,4.54233592,4.115389263,4.035289255,4.864889691,5.231965336,4.409371072,4.083090431,4.969686652,3.958655058,4.36885402,5.853342888,4.988715292,4.062912333,2.686968388,4.06872856,5.075529047,3.908089637,3.604330549,4.013226695,4.75926435,4.86876776,4.335057205,4.977695535,4.117238379,4.840718642,4.687487895,5.202579923,3.798091735,4.587572924,4.289602176,5.714902721,4.997597323,5.832571091,3.959283479,5.174085591,3.948444625,4.856485097,5.330388564,5.586944524,4.521384408,4.613815257,4.655335071,6.131047978,6.125351542
