"Variable","(Intercept)_Estimate","FCNOFC_Estimate","ISI_Estimate","FCNOFC_ISI_Estimate","(Intercept)t_P_Value","FCNOFC_P_Value","ISI_P_Value","FCNOFC_ISI_P_Value"
"X86",4.041927114625,0.0823555830000001,0.0179501304999999,-0.2115512755,3.19381493594941e-39,0.102723661798511,0.715871485300846,0.00478997955518941
"X87",4.325049327,0.0946648175000001,-0.0132978806250001,-0.0136510647500008,2.80575269226153e-46,0.00307930477605147,0.652556162284313,0.743601066933344
"X88",4.66429761725,0.0336927091250001,0.048137771375,-0.0964558581250005,6.30327476711359e-42,0.461106770106889,0.294773710698411,0.141539630452955
"X89",4.077969100625,0.0469830856249998,-0.00139591975000028,-0.0519262427500003,3.70878214545139e-44,0.163171510104158,0.966361690981924,0.272553254740145
"X90",4.972592305875,-0.170034051375,-0.0356064357499998,0.204729439749999,2.26384021350966e-39,0.00780045369528842,0.553202668790256,0.0212636892394401
"X91",3.388443072375,-0.0622266538750002,-0.210755967875,0.260208730875,1.49373103910347e-31,0.426376941572935,0.0107302811324391,0.0239990528992873
"X92",5.771752249875,-0.0375089261249998,0.0145969026250003,0.0393897996249999,5.44185771006028e-52,0.135044447958401,0.554060166444806,0.262814596204404
"X93",4.779098054,0.146134477125,0.054488416875,-0.205351129125001,5.53515141148741e-45,0.000349693006708113,0.140485283704983,0.000374873810744669
"X94",4.152683152375,-0.0244517747500002,0.01056733625,0.0120182234999987,2.5282117996627e-53,0.130955237948432,0.506821759839252,0.592947506691096
"X95",4.505920785375,0.10592662775,-0.00617311924999996,-0.0331243405000013,2.70397108327183e-38,0.0821462710109814,0.917061932403544,0.693139248691073
"X96",3.966309543125,-0.0445721731249999,-0.00799606349999991,0.0700625773749995,1.87929819244166e-41,0.273046060871472,0.842481562531354,0.224282042748691
"X97",4.0961760495,-0.146582008875,0.00380849237500002,0.162996024874999,4.97232485895415e-40,0.00370424545697953,0.935012296740179,0.0189851381722764
"X98",3.83427110875,0.0383073993749999,0.08902964025,-0.107516060625001,2.60701189843944e-31,0.670190970560745,0.325725550895743,0.400243204665648
"X99",4.34650516975,-0.0796038692499998,-0.0623120828749999,0.120553387249999,7.75161423451745e-42,0.0704432082502894,0.152115256567501,0.0537065065522067
"X100",4.9654030625,-0.00753513412499994,0.0685878898750001,-0.0270748762500008,1.40091433563781e-33,0.937687894852508,0.478698319328635,0.842602602680355
"X101",4.574249592375,0.0335505963750001,0.0644919535,-0.102166822625,2.48864893600963e-40,0.511285540215037,0.211427065400859,0.163038985285056
"X102",4.204453262,-0.0560254525,-0.0214389622500002,0.0572087533749996,1.67622649918093e-44,0.0994378947630491,0.519655864018608,0.228773969459475
"X103",4.194790071875,0.0650289952499999,-0.024034463125,-0.00893087049999952,1.12515428631628e-34,0.385220692582597,0.746826468193962,0.932342744925116
"X104",4.87371782,0.0329550928750002,0.010610771875,-0.0366308622500001,7.8646580125745e-45,0.381873671767297,0.776940523929192,0.490753722783209
"X105",5.33181972575,0.0767143767499999,-0.0148132141249999,-0.0437058445000011,3.23994041036961e-43,0.109058508470106,0.751640050186641,0.510363847148522
"X106",4.43661948275,0.176759802625,0.048567569875,-0.226350992000001,3.62502283039578e-47,7.28086513321383e-07,0.0922658692835954,3.6443152200966e-06
"X107",4.112361758,0.0159048108749998,0.0304514889999998,-0.0590549079999999,1.91879774027805e-46,0.566367452726785,0.276014743119973,0.138843330472762
"X108",4.968845885375,0.0787711562500002,-0.0137345626249997,0.0109975353749988,4.4053454701073e-42,0.107828236361493,0.774217929093701,0.870910564169354
"X109",4.008273346625,-0.00723579150000018,-0.0155616200000002,-0.0329715711250014,1.58118478134704e-43,0.832821939125967,0.650329739142438,0.498039193133156
"X110",4.128252527875,-0.0144783639999999,0.0683345027499999,-0.055766839125001,5.94859317718393e-42,0.718900261151274,0.0972034482042035,0.330532366205035
"X111",5.814426909125,-0.00584725099999995,0.0141545309999999,-0.00223507400000093,2.9256469750186e-59,0.668321691930744,0.303508444852317,0.907665286472781
"X112",5.06002000025,-0.0329435617500001,0.00924654199999986,0.0621313621249994,1.52654794080641e-52,0.117879839026673,0.654155291272485,0.0402014971016675
"X113",4.474916934875,-0.05997182725,-0.0367772050000001,0.0955692672500002,6.30936217029349e-44,0.113333820199603,0.324741398707287,0.0761093244566279
"X114",2.87896744125,-0.00640710999999997,-0.0134627358749999,0.0456363558749994,1.39026949401656e-36,0.883220168331514,0.757748557223517,0.461533718588549
"X115",4.19146593225,0.0643334073749998,-0.0218894940000001,-0.0321978261250009,1.98094501303502e-40,0.171406815633249,0.636638735104776,0.623237778088564
"X116",4.955332518,0.0382958761250002,-0.00236264962500002,-0.0246897972500023,1.43760124668222e-43,0.367880451984758,0.95537203943946,0.679684765235337
"X117",3.92060729425,0.0301520039999999,-0.016885235125,0.029763551374999,3.12786663296534e-37,0.593214897913317,0.764424567294308,0.708886259395645
"X118",3.7840299565,0.22682081425,0.15255936425,-0.172549419625,1.93839939596429e-37,0.000195140058338499,0.00751029952610392,0.0288114387318326
"X119",4.305665692125,0.0110008288750002,-0.0282172647499996,0.0873203286249989,6.22360637697085e-44,0.757522484700933,0.430615594800314,0.091088440374713
"X120",4.579911388625,-0.100948413375,0.03731288375,0.120616387874999,5.25103799307086e-37,0.139663572268481,0.578643755357942,0.209523606432946
"X121",4.9691194355,-0.0461329233750002,-0.0176366700000003,0.0766949076249997,3.96794542938452e-45,0.221640026800364,0.636443031415124,0.15285624637647
"X122",4.199213402875,0.00309427749999981,-0.00825228525000022,-0.0207503217500015,9.43475023320719e-53,0.853965664718187,0.62415915754044,0.385875666064237
"X123",4.87841153725,-0.0381585036250001,0.0054814248749998,0.0264987852500011,5.00741891650167e-57,0.0090925527822556,0.69028112188807,0.179631025536549
"X124",4.233169707375,0.096423533125,-0.00555003075000003,-0.0525305320000004,9.21327025389305e-36,0.16728503198398,0.935540183727448,0.589276314013693
"X125",5.000452247125,0.201034133375,-0.0054050371250002,-0.0307598713750002,6.65134114218336e-41,0.000673900029495948,0.918863934231594,0.682295568934068
"X127",4.829031582375,-0.1358333595,-0.0447874223749998,0.21755294275,1.62918896641928e-40,0.0150461304199258,0.400273009877027,0.00661304770308123
"X128",5.212691901375,-0.0179413472500001,-0.019027275875,0.0543687108749986,8.03606354748961e-46,0.627503582336662,0.606918375770376,0.302092167767215
"X129",4.015783249375,0.034614618875,-0.0277369405000001,-0.051562816375,7.29304986594239e-46,0.227824722173922,0.331605259496691,0.204621714450026
"X130",4.668673356,-0.141333099375,-0.0324701464999999,0.111861546125,1.10418927190783e-40,0.00857707086261246,0.521317370811522,0.124843969254429
"X131",4.324985985875,0.0918623570000001,-0.0303997896249999,0.00104335987499948,1.45759542604455e-35,0.204035150457639,0.670222107982346,0.991740681457709
"X132",5.6537657595,-0.101959897875,-0.0342559256250002,0.0798543846249996,5.23447527998728e-48,0.0046343491794333,0.310018132455973,0.0994053895154091
"X133",5.20556561375,-0.139853105625,-0.076390898125,0.170404006124999,5.01175361277258e-38,0.0535291759211719,0.280283318313341,0.0934497267695024
"X134",5.757839313625,-0.0367877092500002,-0.0109768416250002,0.0401318643750008,1.74540039812444e-51,0.15780921801878,0.668300701394204,0.272433808094376
"X135",4.31440110275,-0.0576360285,-0.0795629059999999,0.171442687749998,2.75634148658381e-38,0.314632002420332,0.168537588049442,0.0400215567542458
"X136",5.25920083625,0.00270654225000002,-0.016631207375,0.0226418726249985,1.25663810765012e-47,0.932777037443851,0.605085015421514,0.618567069724337
"X137",4.245769527625,-0.034700827,-0.0873633241249999,0.148572181374999,3.91230872160885e-38,0.541155093081738,0.130585600506656,0.0715547703045919
"X138",4.856835461125,0.0121268653749999,0.0393299242499999,0.0204956068749996,2.85216830568888e-45,0.736262215488467,0.279304778459966,0.687437458896734
"X139",5.3160935915,-0.00756106637500023,-0.0243074575000003,0.0253533581250005,5.7711798907131e-49,0.7947801440054,0.405703665754586,0.538561353162862
"X140",5.670677574,0.0568007357499999,0.0229395822499999,-0.0785493096250005,2.3464310155207e-54,0.00751595400895335,0.254368739204351,0.00877441123643373
"X141",4.41605880175,0.0262181030000001,0.00603790237499993,-0.0611408960000004,2.01578196254116e-47,0.342578850297091,0.825662159724953,0.122606700931419
"X142",4.548441485875,-0.0248046984999999,-0.0296544691249999,0.0306770332499988,3.80722678611589e-54,0.134329369460395,0.0758874090295644,0.188339658022674
"X143",4.725532662,-0.016725265375,-0.00853264749999996,0.0136981712499997,2.3210949534462e-56,0.239945072641254,0.545129253877284,0.492578213433823
"X144",6.126021355875,0.0223547046250001,0.0173757863749998,-0.0406565272500012,2.54404682909271e-63,0.036680704782795,0.0991696023068474,0.0086859356175201
"X145",6.01839623425,-0.0600922100000001,-0.00641755737500005,0.060082164499999,2.12111303323211e-56,0.00205280030570567,0.719407932941939,0.0231644787140765
