"Variable","(Intercept)_Estimate","FCNOFC_Estimate","ISI_Estimate","FCNOFC_ISI_Estimate","(Intercept)t_P_Value","FCNOFC_P_Value","ISI_P_Value","FCNOFC_ISI_P_Value"
"X119",4.17563655325,-0.0993921148749999,-0.0590505272500001,0.136813800749999,5.98970882246148e-36,0.143620179654301,0.378985066308775,0.154196089441245
"X120",4.6100707225,0.17583717,-0.876891338,0.778698661,1.0659039472312e-15,0.667088278724612,0.0388123395928844,0.184261684827347
"X121",4.934452012375,-0.015364132625,-0.032373821375,0.0197012042499993,1.08985502973015e-47,0.608813832236547,0.284744131808643,0.642489095625577
"X122",4.220517063375,0.0133306969999999,-0.00382161649999999,-0.0261618612500005,2.54591693894698e-47,0.614484765883891,0.884947992971768,0.485495058020901
"X123",4.906705578125,0.0630485751249998,-0.51542228575,0.510694425499999,4.22170873099112e-22,0.799670497388685,0.0453948524977859,0.153411909164038
"X124",4.289163328,-0.20980949625,-0.0424134455,0.130716138624999,9.5595209511737e-35,0.00916010587973624,0.575915323420844,0.227672220591622
"X125",4.908632535625,-0.00691815750000002,-0.00304915174999989,-0.0414385310000016,5.13772875651886e-38,0.916617611018814,0.963192495632579,0.657991662205575
"X127",4.75220976575,-0.0668778306249997,0.000336519375000307,-0.0216785412499999,3.30908910819872e-39,0.254373307790357,0.99536954960055,0.791633698103598
"X128",5.3091943485,-0.126493242875,-0.00174632625000005,0.0418086797499992,1.68932196378495e-40,0.0369088827809866,0.976079819143057,0.612563345478404
"X129",3.857959005875,-0.026828067625,-0.01028116775,-0.0688439277500012,1.45596319454892e-38,0.589851160588503,0.835976728941025,0.330895895142482
"X130",4.641432635625,-0.08936393425,-0.022915367,0.0275319578749992,4.83397393443497e-38,0.159179980050291,0.713514473333152,0.755029591146298
"X131",4.446131566625,-0.202236334375,-0.0392285644999998,0.132654907999999,2.88846873110812e-35,0.0111523820622305,0.602247275866503,0.217902440698947
"X132",5.677739072375,0.0169795887499997,-0.00191835087500014,-6.22811250022218e-05,2.69819440589077e-50,0.542868459351962,0.945009993313152,0.998736544475281
"X133",5.163332546,-0.0374275047499999,-0.00706764512499985,0.083438197499999,6.87659231601761e-45,0.346759765417831,0.857893014956351,0.142607419037719
"X134",5.78022450625,0.037740432375,-0.0134384612499999,-0.0177450173750017,3.41450746486092e-55,0.0539193616402922,0.479639494068404,0.508994385657873
"X135",4.17904047225,-0.1431234035,-0.0899930141249998,0.223610208874999,3.95720295733229e-33,0.0973803480921761,0.290056944164231,0.0684971746457993
"X136",5.28314366625,-0.0706018935,-0.0302885677500001,0.015007045999999,9.41532046711001e-44,0.119327369824106,0.496302721994484,0.810928543676546
"X137",4.1557078905,-0.143277302,-0.0716838859999999,0.176027860749999,3.45061216924896e-34,0.0699106690976286,0.353812433061778,0.112784540515945
"X138",4.944906119,-0.13003511975,-0.0150635082499999,0.0459888901249996,1.33690694180337e-40,0.0213233234397376,0.779609641441848,0.546819683266353
"X139",5.34459730875,-0.0530004403749998,0.0108357667500002,0.0184769691249979,2.15313176318061e-46,0.149573376176222,0.764175157303172,0.717655792877005
"X140",5.588143023,0.0032954930000002,0.00694321325000023,-0.00139368525000214,2.79830699654583e-54,0.867337968706112,0.725115936284143,0.960151571780021
"X141",4.4732480965,0.0347090867500001,0.00599893962499999,0.00826323799999861,9.35871485462278e-42,0.43532517513023,0.892173180153898,0.894958879109427
"X142",4.57415431825,0.0115230879999998,0.0072517622499998,-0.00157121524999966,5.81769817022804e-49,0.645536914357342,0.771964413446885,0.964559078565225
"X143",4.716984155,0.00131854149999965,-0.0091888527500001,0.0550443704999995,9.69523547443388e-51,0.952800585646341,0.680432459325869,0.0888185285605721
"X144",6.1120913445,0.01314065375,0.01186728375,-0.0185333531250026,3.19421375912166e-58,0.402549691386211,0.449145166295348,0.403809303959837
"X145",6.052116852125,0.047371406125,0.0170157095000001,-0.0159099407500009,1.02777207626457e-51,0.0807372468761287,0.520456729547412,0.670267799850983
