"","1","2","3","4","5","6","7","8","9","10","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","50","51","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145"
"Cortx27",1846.198988,3211.461993,5258.208296,5394.34669,3261.6509,4628.72223,8629.354165,5506.676776,5526.430823,8157.117522,14962.51709,10657.11233,14221.37378,2487.202592,6877.585884,10298.36619,16570.26376,14397.7733,15244.56159,17503.71793,13725.2486,12276.84774,24034.2719,16051.04069,12288.86643,17531.73528,43544.55282,24118.47827,35895.53525,41646.40735,51861.34856,49448.75994,63884.68676,58868.20906,87961.26894,4299.776754,4413.212169,7404.853877,22251.14488,15019.53821,14764.28653,10219.0249,4613.936198,18808.45904,33209.35926,49316.56446,5417.825796,5325.620803,195277.5415,18036.6572,6411.63635,24855.6839,8297.933351,18892.42433,8035.444767,18321.2498,7213.624213,5475.280235,23707.42194,115852.3829,11541.84598,9731.914456,12376.43114,93320.22423,18696.28783,19028.60131,52752.87894,90859.79155,31716.40509,6300.660734,31081.33011,110269.7478,2611.922229,5021.542745,26565.78788,139743.4842,15203.48216,75905.40136,54614.07187,113328.7938,8212.574028,29360.45943,42071.67004,12553.77407,90559.41614,1626.655624,659179.0157,77145.84872,13269.25293,43367.82367,12206.39221,13022.56759,6174.553423,22618.39977,106286.3656,33621.2842,16428.92954,22728.26368,74165.94241,255209.5262,30649.09784,12630.65744,121464.6391,8986.103585,12115.91394,692334.9424,127723.5188,32443.99499,993.8606312,17038.23261,98618.77784,8811.63589,10327.84251,29418.47078,42253.80037,107395.0284,15183.54057,69233.01278,22110.39644,127613.5777,11111.37542,77498.39231,138329.9563,10724.24666,40444.88274,26664.11095,362244.6485,125808.1686,583611.0378,26980.99948,211895.5597,25500.823,82143.15955,220062.8397,487584.5497,20023.03191,29548.64164,46986.35277,1295407.127,938593.7296
"Cortx18",4109.06056,3810.48176,6288.452223,5662.940484,4090.184093,4098.923224,8048.41469,4965.827668,6191.972524,8099.951136,10709.06897,8718.704492,12881.58578,5808.55234,9547.830771,12301.46356,13875.21429,14137.15301,14671.80798,16332.20894,15845.68685,12937.64956,24342.06418,16842.53628,12237.86225,22489.50706,34113.23311,28301.62062,41246.02791,37478.34162,41281.69819,62755.19244,71958.95997,62787.72758,75385.31346,4619.114325,5176.410306,6665.10206,16090.7646,10444.84062,9608.39129,10395.74539,4459.387087,12373.46049,29955.12529,54529.93781,5672.515348,5241.710855,217768.06,12681.25576,6904.486635,15463.26007,9123.005421,21876.96079,5265.981867,19154.4295,7382.834512,11858.04032,21147.53928,111970.3397,11092.59431,8981.868634,13848.17571,83516.42334,15758.57771,16022.28675,47805.17095,86994.31945,26352.6942,4899.464875,29954.25964,67521.30179,5769.498352,4378.380046,23495.54822,154603.8879,14594.87075,58067.91331,58764.97364,129560.8689,9104.987354,21753.25393,49186.96507,12473.24729,90836.88116,2200.856682,603134.8275,55211.87477,13610.14616,40027.1734,9004.19646,14650.67523,7433.456102,21512.03731,100238.7698,38351.81299,18920.72965,19331.75815,76006.45927,226353.7168,24834.62672,12158.47871,115859.6025,8449.347634,15142.7293,716052.5497,128227.7647,30956.6859,733.0007981,16631.34539,98075.30901,9591.835699,8307.65579,21252.21384,39950.0369,102009.8766,14480.77007,77881.60938,19227.79599,134985.1206,11471.34829,74999.03695,168080.9794,9408.154963,42338.8808,25708.94302,428107.7841,158892.397,590853.8496,22151.90379,202861.4716,19451.38619,83634.10351,232709.6243,443302.0033,24314.48936,33039.08794,54801.63226,1310497.219,1049580.325
"Cortx25",5294.383361,2160.399644,4470.794818,4626.09762,3741.177515,6502.368476,5706.082732,4157.901763,5008.859183,8809.30108,9996.163883,7853.193107,8702.132082,4081.982623,6795.855916,11334.14041,10377.06852,12765.52596,15345.40237,19397.67466,14063.1955,11824.29295,19459.1603,17783.09526,14833.86936,20699.61008,23919.55835,22153.30031,41778.31794,32694.2958,43545.44143,60550.47854,63095.42369,66551.05371,70417.40165,2628.406819,2793.36705,6776.19426,22497.75424,8612.075259,10088.65097,7879.147347,6190.931123,15709.56494,37449.11436,31546.46468,5896.246082,5311.950583,192852.4126,17946.0413,7967.107559,19283.66242,7996.458594,21020.62723,9252.830839,18832.68374,8113.135098,10217.1648,26256.69638,127314.8501,10006.64387,12280.46459,11946.58782,82832.46779,23303.52011,26099.80705,42255.85083,59926.80473,39064.07515,6378.992519,30468.62386,91498.95029,6795.015749,5549.24272,21733.55584,129037.0016,14882.28687,75652.11136,35321.23875,142910.2165,7671.683955,33288.72332,48166.98572,11273.10978,116090.132,1953.5761,664222.3267,76741.53947,14564.37699,28404.4688,13865.82852,13570.57643,6420.881207,28228.31562,110317.291,40594.58085,16240.64787,13835.1708,65668.49198,201940.7683,28028.51463,11463.83658,90029.43166,10714.24672,11325.57294,646939.8384,113530.3104,25858.31528,1096.450192,13808.99729,78582.14151,7504.842206,7656.848706,33176.52721,44311.86066,114824.6153,14709.50594,74194.10309,16998.43376,153628.3438,12088.81834,97509.83538,142429.8381,11968.09559,64225.0172,19872.79153,464777.113,200489.9928,629018.8862,32512.28494,206014.2576,25299.88387,82582.03345,171817.2098,439857.3288,21116.76895,32180.0128,47352.11244,1296975.159,1008390.169
"Cortx20",4841.654773,4805.943098,4831.296546,5582.216507,4654.661509,4905.222468,7101.581583,3154.460768,6601.443006,9928.814989,8612.33721,8986.737436,8927.043732,9114.637344,9536.294314,14415.54022,9504.698412,15242.51677,12410.31139,17377.48089,14168.64927,12223.74642,21957.59393,15270.22438,15695.40932,24972.49706,36065.81604,26771.37943,21488.93496,27448.77447,33373.72193,29997.41223,69726.2891,58177.48465,60905.36146,4623.822249,2510.613616,7182.62777,11568.68383,7680.063369,6403.845989,12013.75408,3652.329336,9058.540919,32699.01243,44733.91901,6159.334543,5807.74678,214195.1146,10871.29238,6268.486922,12098.16826,8551.138534,23118.43652,4659.006283,24326.18808,5831.303602,17191.11403,16208.18133,82508.1678,11972.36079,6921.970158,14023.31767,79989.1729,12516.14954,17463.02814,36129.38689,67940.52285,26160.28109,5204.065858,31601.64266,57310.78774,5149.703433,3289.672115,20942.1534,144789.9745,13988.05176,49376.47449,51092.71137,130498.6578,8257.174228,24014.38759,32834.38464,11001.83601,104198.0691,2496.872832,647693.7464,46246.2955,15056.94352,32008.43839,7994.70134,16486.3296,9499.483438,18254.27848,118725.2176,27956.61614,17429.25932,12808.42614,69717.15802,192064.986,25501.57285,12482.8678,95703.46367,7539.950786,13953.89532,629036.6294,136906.9317,39322.82173,662.1140819,13283.94101,82010.31998,7333.598627,9982.679013,23460.62033,65853.19726,98388.74955,16894.28592,82054.59962,15107.29804,173812.8468,13437.5763,74998.34831,170859.2081,7727.292487,42418.60275,21105.60589,436984.2422,121205.0271,567383.5718,24048.839,179415.6441,17983.38681,81331.56155,180573.9629,491876.651,25803.27455,36825.25772,51346.24897,1312063.626,1098187.958
"Cortx17",4933.302299,3150.524296,4923.169207,5773.934033,4835.25714,4164.518043,8092.391262,4296.005313,5570.020361,6498.384341,9541.036928,9641.687267,11036.77561,10492.00956,7462.692738,14592.24527,11365.09248,12834.28595,12729.49403,15067.09483,15245.93741,10515.46156,21873.95683,16118.11978,13121.17982,29686.8805,37570.80512,22599.77469,24767.17867,33328.39461,37002.20814,32863.67852,71361.95314,62454.54626,74604.40015,4489.136691,4267.377316,5806.28183,10992.95568,9714.729822,8675.682231,15077.19165,3497.129557,10821.67981,31471.5634,52075.41349,5431.514236,4776.816474,210039.8214,11932.93818,6111.335059,15473.6079,7445.738978,28839.23632,5455.27768,20663.55029,5889.158161,19302.45011,18299.81047,84685.32058,11078.01988,7343.192385,12489.08033,78576.17994,13259.6239,17558.78054,43126.615,75585.18334,21984.80219,4755.234445,32745.2501,67111.77092,5296.924824,3234.097197,24097.55471,121021.6391,16134.35993,50359.37118,46152.05405,126152.9321,8957.88394,20909.39537,32794.81312,10431.44089,103244.9092,2504.293485,578069.1513,49849.0888,15425.23678,39244.5946,8501.042894,16881.85163,8085.739626,19771.32539,104561.9444,27625.28961,16511.01186,17060.68763,72076.99459,216654.4381,28866.3983,13342.8178,127147.3186,6893.01557,14238.90134,646272.6033,139167.5684,30165.82742,665.6998371,16092.31712,95590.39856,9892.3734,9828.136096,20727.38976,58441.45237,90784.92047,15633.88471,78226.98358,16448.89182,132317.8851,10713.86406,81238.12552,208767.251,7749.245081,34768.00223,26561.75203,393764.5871,116164.2894,526818.1188,20907.94983,176105.8824,16128.6795,85957.33922,214124.2224,483621.8673,26655.88307,36316.45491,49913.43933,1368786.821,1075000.949
"Cortx19",6142.681556,5783.539623,4742.305949,5971.130115,4655.17871,4728.413633,5745.815717,3595.748787,5950.861311,5818.581248,7072.967432,7755.183538,7924.692255,12852.66984,10559.52773,14728.24527,10974.79325,14662.51713,12472.44793,17001.82464,15478.5962,13989.34415,23347.50944,17593.97076,15002.15545,24989.71172,26012.3586,31978.26981,53647.24184,26577.69865,37527.4354,79534.0645,72793.41533,69626.5028,62714.37492,5192.212059,7445.954457,4417.501741,12065.49354,5544.099122,8506.43719,21747.25203,4447.329545,10183.27297,28670.14051,50188.42335,4886.091611,4991.565239,234672.0868,12869.14484,6294.894803,12304.88432,8510.352647,21591.88356,4147.459368,23234.64476,5818.425864,27379.2205,17174.98148,87967.08541,12390.98582,7481.75926,14490.40684,86170.89268,13171.18868,14773.31109,39106.11751,59503.27131,19447.39705,5624.780721,33274.63235,69412.44666,6481.153,5785.664896,24048.99294,119415.6493,12577.76013,49384.69944,39086.46174,125252.6635,9712.825495,19257.48687,56363.21593,11981.2795,75424.52245,2584.642486,657681.3048,50134.39629,14893.72221,30777.11644,7165.456828,11669.20851,8202.638774,19881.48245,90211.54358,49625.96002,16369.69146,10172.38802,89709.25094,169589.2699,24288.49964,12774.43149,92077.38845,10989.13312,19885.90733,697505.8409,134613.3519,27394.50505,618.8166965,13426.42739,92505.52153,9073.392457,17709.57436,19202.70211,48191.13122,90019.33315,14812.90635,81848.39848,12875.23215,133531.5738,12499.11186,48820.38636,173255.559,7719.929157,29527.9939,18069.62872,332779.8275,109125.115,540303.235,15732.91321,138047.1422,12961.93831,65723.73886,175138.2812,522398.8391,30319.24869,38170.95353,53586.6093,1459783.453,1160176.729
"Cortx26",3412.317703,4451.503133,6225.981049,9780.233865,3871.128069,4098.077317,10395.95773,7211.170562,6103.829144,7026.911865,9499.012976,11135.11684,14099.41394,7217.672461,8876.216638,17773.42903,19250.8573,13820.58005,13110.40568,12941.83727,11427.86906,15238.92531,15443.69226,15861.4447,13017.37384,29335.26083,24754.35521,29666.3441,62412.6994,39465.24385,41067.33145,88487.3237,59755.99547,53323.95865,109325.1319,5407.855609,4920.121166,5410.654764,16176.18187,12531.11571,11085.73086,9814.013449,4449.554661,13826.32387,34140.66043,74070.86269,6844.683268,5270.126889,162918.8398,11502.35037,6524.507309,17731.25392,7099.923366,23996.29996,4874.787706,24006.92866,5845.03976,10452.71274,19895.27053,90674.06498,8972.857913,8310.59667,14510.80625,97571.68707,15306.44178,15116.48946,49492.59119,98156.73412,23418.57102,5941.050942,30746.65152,82846.55865,4848.861291,6011.375302,25474.03959,101641.9206,14083.1673,50987.4012,69013.1077,116288.7198,9221.227672,23132.13625,60397.21719,13550.20524,66500.14494,2687.19089,529857.379,53173.98026,13751.38927,52143.84841,8282.534791,8129.152361,6595.073865,17129.1888,83491.25426,50675.47439,12680.96657,24264.16053,92184.81528,281907.7466,26379.40261,12803.32829,136067.8493,11352.95036,11759.36725,647746.7013,114319.8734,30531.63898,730.3768901,21388.6717,116663.1673,13265.63862,9017.868583,20875.71098,25278.63446,78219.10302,13502.19242,68832.22182,27420.94859,152220.84,12157.32609,50969.23481,206456.0453,8717.349855,30716.61126,36532.03374,354408.7288,158526.4951,547571.9106,17842.3258,180476.5155,16083.78922,106941.7579,239951.1485,470536.0355,27571.44745,31607.05787,59759.32512,1333803.148,948228.3836
"Cortx28",3501.058216,1882.881041,5154.271001,6625.209864,3777.015395,5217.120234,8619.442365,6422.621703,4806.51509,7345.71311,11725.36815,9846.917466,11817.80206,1969.261342,5484.517809,11666.71701,13507.47801,12331.33679,12887.93082,17798.30845,12802.40282,10479.72638,16759.2595,17764.5266,13584.62642,25022.45894,24078.80008,24301.77635,40919.07327,39599.26546,48844.39947,58516.27103,58507.90758,56608.48232,96599.34511,3080.884184,3968.126999,6452.103772,21577.94996,9689.157683,12163.91722,8121.562693,4358.679147,16276.76713,37020.52344,35397.81818,5895.663322,5155.25006,166053.7577,18879.51739,7520.831353,24768.42545,8048.880368,23172.45967,9010.148928,20247.93733,8061.145927,5756.945117,27087.08294,90219.37731,9378.356434,12197.50957,11837.54527,84731.06284,21941.69194,23188.38119,49890.4679,82784.14824,37518.90238,6234.451303,31488.66136,102208.0924,4235.189062,4080.790753,27322.82675,131260.1815,11878.86305,82203.38465,45723.9135,124185.8131,7338.914985,29168.1599,43116.34456,11375.8555,115184.875,3333.151173,586928.1979,77985.499,12859.25587,38283.80194,12071.78116,12485.47831,5555.878417,23644.2988,89964.45172,35796.13287,9866.993295,19912.56656,72140.23476,271951.0037,30343.54233,13075.05803,118339.6643,7903.668565,10617.26829,622046.9092,112485.5199,23924.05839,1086.75525,17103.787,84019.52467,9240.28942,8209.510418,25084.97993,35499.02546,90800.62136,14250.38094,65688.1339,23442.58465,169886.6053,11268.96151,98535.38644,164015.3814,12067.13138,48551.50821,24968.21394,411216.8434,194213.9525,523322.7028,22437.58381,199546.1507,19864.08479,96616.39403,209592.0674,426510.737,21170.10096,31071.10535,51462.46634,1301120.823,966283.3396
"Cortx31",4887.849909,4864.111917,5263.461819,4586.416734,3831.19126,4085.75936,8536.175403,7875.640646,7075.640035,10062.65225,14084.96077,9858.314536,13661.36255,3563.837439,9865.369742,11218.52249,16338.50011,13848.46171,13753.24587,19279.45261,12924.76833,13395.6909,20857.06237,17558.81442,12617.52372,19170.73873,38532.17273,26066.09779,38058.59733,46440.77291,47122.25291,48084.21726,47241.40296,55550.29745,93440.57488,5204.880036,3675.309862,7975.709166,10677.51273,13361.21333,10849.72746,11279.42109,5100.063905,14854.54891,39703.14547,55081.41311,7022.537407,4949.208291,174175.9937,21240.31363,7865.40512,18129.63512,9742.833428,21188.76527,8249.700561,17216.8769,7549.313435,7455.603691,36563.57656,124069.3706,8904.194873,12981.99884,14223.75925,93833.18249,23233.26386,17914.28377,57348.98358,82039.05587,32822.25735,4684.649856,31687.98226,89189.06391,6020.363687,4387.180644,22959.99281,162423.5879,17173.56568,66921.67136,43391.45464,146689.4348,13842.25835,24260.56371,42151.88664,15425.21377,78246.92038,1919.455657,631957.8427,88861.81848,13584.18715,45657.01081,11522.42293,11223.57434,8478.465207,23886.69034,119642.4278,34269.14804,13133.36315,21040.05131,64257.92517,264932.604,40190.48318,13343.11765,131779.7518,8595.009022,12618.24441,663849.5496,102161.3205,18148.37878,1008.844407,16488.34826,106147.4238,8525.738732,8055.716139,22256.08229,33892.68283,102338.489,17582.9185,68788.13428,21601.28309,133714.4974,11414.51719,62974.4001,148211.8467,11188.72105,41404.67578,28934.1644,385067.7684,141763.9904,594971.5655,22424.74608,240725.0302,19329.13328,73016.39987,217604.976,479035.8814,24464.71276,32856.88331,48747.27445,1314467.038,943270.6519
