Variable,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS
PI(20:4/18:0),-0.130479721,-0.180375382,0.341890081,0.652035751,0.655956512,0.602425635,0.740663923,0.240420139,0.429388368,-0.168444209,0.077485807,0.737046162,0.151340151,0.527090293,0.239357136,0.066702547,-0.880482123,0.676894806,-0.035930541,0.361323196,0.799871781,0.619068985,0.68947309,0.362067684,-0.583096288,-0.55014014,0.419835115,0.376153617,0.077166451,0.920785888,0.513581536,0.72146622
PI(22:1/18:2),-0.498588264,-0.41351152,-0.381521453,-0.084287789,-0.384171987,-0.494584154,-0.093411705,-0.422587532,-0.27678355,-0.337967053,-0.39960635,-0.43431285,-0.264541139,-0.100733377,-0.238639947,-0.315109043,-0.510518462,-0.19550967,-0.417350029,0.070458965,-2.365547107,-3.219638326,-0.316900513,-0.174517159,-0.429963885,-0.412420631,-0.196017153,-0.344765004,-0.489458626,-0.12760415,-0.375285777,-0.416131187
