,Cortx27,Cortx18,Cortx25,Cortx20,Cortx17,Cortx19,Cortx26,Cortx28,Cortx31,Cortx32,Cortx24,Cortx29,Cortx21,Cortx23,Cortx22,Cortx30
,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCI,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS,Cortx-FCS
10,0.252703617,0.243369962,0.354784681,0.513556195,-0.049008074,-0.195654827,0.054767108,0.113652373,0.531326315,0.400334077,0.310373508,0.5825482,-1.133051176,-0.193298495,-0.244029573,-0.290395225
13,0.659144764,0.273816338,0.194448653,0.022779123,0.140761645,-0.204087488,0.135675954,0.378270117,0.589511113,0.057859325,0.104042555,0.031148995,-0.48246208,-0.019605652,0.113040983,-0.140807464
14,0.22799434,-0.030219981,-0.164693222,0.008725275,0.099204929,-0.180846343,0.28442823,0.1262954,0.127783225,0.119994809,0.070005518,-0.376555595,0.949007912,-0.022999484,0.104002343,0.121381869
15,0.411701886,0.288150824,-0.201610682,-0.169748429,0.095151108,-0.318465673,0.400947461,0.180526886,0.361537819,0.253153817,0.100824349,-0.062176048,0.618397346,-0.047541074,0.280557023,0.29927062
16,-1.220537082,-0.448305532,-0.769470735,-0.038095323,0.090036551,0.274804111,-0.250551494,-1.433130732,-0.893061717,0.175760815,-0.196585212,-0.555703263,-0.379493364,-0.048423519,-0.438486919,-0.18827235
17,-0.489879016,-0.037527577,-0.506363658,-0.039194714,-0.37729166,0.101350329,-0.138104447,-0.801983013,0.00758623,0.166436807,0.030925067,-0.27032088,-0.797975616,-0.036334581,-0.071314253,0.042689218
18,-0.330373855,-0.116191731,-0.214886178,0.074919871,0.089601862,0.100781197,0.327260553,-0.180034546,-0.227242133,-0.137885949,-0.010821739,-0.373469837,0.704316309,-0.014249823,-0.041417525,0.242500486
19,0.373919069,0.184738763,-0.124873665,-0.218461304,-0.027943772,-0.065187633,0.53372695,0.156111476,0.358907203,-0.034497608,0.043359567,-0.34538548,1.433223715,-0.189253191,0.079944167,0.112520019
20,0.19654659,0.164650328,-0.013552049,0.296100028,-0.004172189,0.228361753,0.125105775,-0.07397461,0.128624788,-0.085933281,0.020600636,-0.345721038,0.128601458,-0.22999413,-0.597382607,-0.271912904
21,0.349501774,0.281392029,0.36122794,-0.016338281,0.028826293,-0.007455547,0.081266226,0.050826327,0.166403185,-0.343216185,-0.185142673,-0.238999516,0.153159631,-0.346626064,-0.10294622,-0.33992279
22,0.318603031,0.223959754,0.458967655,0.308714179,0.113807486,0.278856269,-0.093922491,0.341405286,0.450615584,0.118941997,0.442126452,0.119692454,-1.356174569,0.278799032,-0.196431627,0.026747461
23,-0.034334074,0.23924766,0.011987804,0.026214543,0.165769069,0.194610909,-0.383179858,-0.166886023,-0.148770505,0.271538926,-0.080779567,0.09251162,-1.155469021,0.048116116,-0.429649378,0.05519598
24,-0.291171701,-0.209322914,-0.349809343,-0.297939092,-0.532954243,-0.087307519,0.046265287,-0.538268817,-0.155006085,0.448003279,-0.189224845,-0.220561396,0.80593495,-0.180392511,-0.503875436,-0.239742191
25,0.398543071,0.418583185,0.065992916,0.256227275,0.250217168,0.352887356,-0.297982441,-0.169237933,0.175247738,-0.096777511,-0.246907603,-0.247864189,-0.194024596,-0.096537112,-0.602315347,-0.154373529
26,0.154343491,0.230241692,0.315926816,0.075709591,0.160919438,0.299067484,0.135607189,0.314279487,0.295913537,0.18203287,0.327936662,0.164182884,-0.039744359,0.342078012,0.275505592,0.368760539
27,-0.141105084,-0.14748448,0.147595077,0.234188909,-0.040585759,0.164898205,-0.052768804,0.01265575,-0.100622294,0.399145271,0.195612905,0.403401497,-0.089405124,0.172884726,0.257664026,0.071598748
28,-0.32300015,-0.00356903,-0.109945931,0.130760153,0.352572354,0.13164405,0.33728937,0.133323796,-0.208364877,-0.149569239,-0.1549108,-0.305253177,-0.096829183,0.145043421,0.048731927,0.333162025
29,0.703677813,0.425357314,0.020601073,0.488820646,0.535433827,0.116235179,0.059715402,0.028166629,0.564242265,0.288730821,0.360501655,0.347493646,0.725856903,0.189485167,0.51020069,-0.11876649
30,-0.357022255,-0.092163773,-0.497766828,-0.184212461,-0.464724342,0.110093339,-0.014176899,-0.344484563,-0.228423523,0.027249833,0.075952175,-0.021448112,0.962125193,0.020217045,-0.110294682,0.11183718
31,0.013098864,0.170119977,0.184611154,-0.566737568,-0.406281687,0.467200737,0.638231753,0.161125887,0.079226845,0.304805083,0.359392023,0.115989981,-0.508538819,0.496324522,0.550702152,0.768964839
32,0.31687672,0.190751074,0.027415515,-0.181748476,0.050390544,-0.220319927,0.252535588,0.256590419,0.447201451,0.16177316,0.231358933,-0.058589227,0.599169698,0.130808978,0.325201566,0.252117921
33,0.361532301,0.084112095,0.149025512,-0.174456206,-0.048961444,-0.031823276,0.077781582,0.288656608,0.245011519,0.005918366,0.380256229,0.289831637,1.510351044,0.494071519,0.339043869,0.590814936
34,-0.022632614,0.239667348,0.200302213,-0.572787527,-0.472341645,0.500470092,0.617885317,0.162688753,-0.05343329,0.244230266,0.352550712,0.157805873,-0.591384913,0.544387309,0.501085961,0.730562011
35,0.138123012,0.323100426,0.118801814,0.274113703,0.310152071,0.341019873,0.034285351,0.001479488,-0.33095445,-0.183806144,-0.052874255,-0.23477096,-0.156206307,-0.316258696,-0.512034907,-0.425870565
36,0.122993526,0.248404928,0.361658777,0.100029836,0.238053077,0.449553769,-0.069458052,0.046837493,0.01012377,0.219234981,-0.10891011,0.004220121,0.581306789,0.132658779,-0.469202666,0.041458296
37,0.215347113,0.039960531,-0.037535873,-0.202503998,0.028123293,-0.169231139,0.46251613,0.321835085,0.284041479,0.170998498,0.221654644,0.027501505,0.972902242,0.2335335,0.534303481,0.354571783
38,-0.167796281,-0.071017094,-0.832695296,-0.06964091,-0.109575604,0.086981331,0.141953755,-0.618118107,0.090273277,-0.024220413,-0.117478041,-0.567541845,0.835276412,-0.184881471,0.075097843,0.116770302
39,-0.463795408,-0.336102428,-0.829925406,-0.91535919,-0.49069618,-0.045059719,-0.376752665,-0.548899458,-0.610266075,-0.259135352,-0.530566999,-0.36956121,-0.584306208,-0.484966715,-0.314694639,-0.742981182
40,0.464730862,0.338971607,0.358723026,0.428323069,0.174147198,-0.152486235,0.089825778,0.300163813,0.553466757,0.371355385,0.479305021,0.624798369,-1.135242288,0.265035003,0.562274042,0.049287758
41,0.840978451,0.496272336,0.852699521,0.145402925,0.091118311,0.190117513,0.501902545,0.808308525,0.060157034,0.366792247,0.022453266,0.406648175,0.502954897,-0.128372756,0.161926156,-0.075893255
42,0.657497576,0.293891081,0.100755593,-0.013896303,0.221353854,-0.340115392,0.476179602,0.218715446,0.540384827,0.142070925,0.208210923,-0.051235351,1.083098281,0.113136948,0.538496285,0.161855445
43,0.686499766,0.202439492,0.257400192,-0.254761137,0.08737497,0.065175412,0.363601921,0.468189505,0.339353728,-0.061633819,-0.026433964,0.406253019,1.475706053,0.11097826,0.375256638,0.047448839
44,-0.871744676,-0.859004312,-1.064967633,-0.751514357,-0.582738968,-0.31054731,-0.901794536,-1.042450304,-0.798381781,-0.741851359,-0.882447506,-0.834113712,-0.790775809,-0.836529164,-0.799295442,-0.807336157
45,-0.038416783,-0.097644095,0.472680268,-0.444709176,-0.520195111,-0.102350846,-0.101481296,-0.13735311,0.135721837,-0.039250954,0.501194599,0.004282496,0.55419515,0.310601261,-0.419645982,0.077935078
46,0.657584043,0.112633116,0.423289962,-0.293192631,-0.061753108,-0.140882758,0.257111362,0.469448137,0.350460782,0.01598587,0.101039123,0.610886859,-0.158293631,-0.096035077,0.31055603,-0.207291343
47,0.122476025,-0.019737185,0.288159036,0.101120367,0.048360957,-0.080196351,0.160614167,0.27228644,0.368755185,0.347923587,0.578857044,0.489327527,-0.589898356,0.560986409,0.743321003,0.62315394
48,-0.200876494,-0.068453524,-0.789656183,-0.329396399,-0.12914619,-0.177783322,0.335144418,-0.6378635,-0.055193469,0.070194972,-0.056720532,-0.510527594,0.789957056,-0.097968441,0.276645321,0.144396925
50,-0.173578608,-0.073820491,0.010183243,0.104978865,-0.168098911,-0.397906789,0.334087941,0.009968603,0.389794203,0.190972823,0.143208853,0.091590319,-0.085326648,-0.148669215,0.011127088,-0.081722947
51,0.086133189,0.052156052,0.080634454,0.271544071,-0.146541246,-0.052459023,0.06372291,0.016572248,-0.070691121,0.160493349,-0.171594702,-0.039525944,0.18334036,-0.463555093,-0.198553803,-0.366410344
54,0.101879803,0.296585166,0.07955899,0.267036611,0.232045654,0.430114882,-0.221715491,-0.187672612,-0.102375853,-0.155753005,-0.459197416,-0.494165199,-0.183368608,-0.256707062,-0.607292301,-0.186516248
55,0.456098337,0.075533285,0.450657309,-0.090830355,0.009827502,0.091421718,-0.029874253,0.505436587,0.632719713,0.286559394,0.442348735,0.648835992,0.606346478,0.470688674,0.426698073,0.412863588
56,0.006079831,0.114651912,0.324518887,-0.027023151,-0.064246118,-0.020859895,0.031663977,0.24000796,0.305683696,0.253691604,0.39414428,0.424431785,-0.232700897,0.290994559,0.403855266,0.217407716
57,0.721306323,0.153813861,0.417809343,-0.139621017,0.154613728,-0.119363561,0.317456766,0.717101384,0.344023619,0.160781531,0.372866199,0.600068039,0.412289237,0.130169485,0.461356576,-0.097093299
58,-0.031836789,0.148602434,-0.102281428,0.025378868,-0.238110036,0.016278073,-0.328637119,-0.089843445,0.273725391,-0.114920115,0.187219582,-0.080074733,0.954969613,-0.239077966,-0.399576828,-0.310010171
59,-0.276785582,-0.076136274,-0.130760478,-0.000627449,0.30184699,-0.094079809,0.050357008,0.002565573,-0.119861733,-0.022381159,-0.070159166,-0.278891182,-0.181328648,-0.044290515,-0.331843059,-0.04999621
60,0.524851156,0.073838905,0.675404454,-0.056861758,0.111529638,-0.180989042,-0.008542894,0.647039271,0.552935239,0.206099358,0.470374648,0.65612723,0.283416658,0.351030035,0.420589294,0.448987339
61,0.337673079,0.382867164,0.365652134,0.625765283,0.459935098,0.579111307,0.612339918,0.439287021,0.274492744,0.495598928,0.526500802,0.447927988,0.823700007,0.612685571,0.674470841,0.761579989
62,0.094463848,0.133297544,0.291282131,-0.261831855,-0.245296772,-0.265534686,-0.257891198,0.280515015,0.170645338,-0.346972978,0.13826012,0.252355273,0.522538965,-0.356596437,-0.176373546,-0.168824544
63,-0.97412384,-0.235712553,-0.378028915,0.119164789,0.229854825,0.56386859,-0.356249692,-0.926190231,-0.679124928,0.135076139,-0.055004589,-0.196641854,-0.796529339,0.130249827,-0.308013509,0.144076502
64,0.245772585,0.11587396,0.361879601,-0.186529367,-0.048547977,-0.120664548,0.046480572,0.397275621,0.738317492,0.174013579,0.611427163,0.597655634,0.080402875,0.526237241,0.497664551,0.683185102
65,0.418031415,0.365184093,0.564320748,-0.108257781,-0.067873558,-0.008920715,0.038074576,0.030279706,0.524281804,0.078508577,0.152339746,0.174074221,-0.495280723,-0.093061077,-0.247459191,-0.094668926
66,0.315946065,0.250377523,0.080222136,0.376427884,0.24820616,0.433188819,-0.09986986,-0.026871398,-0.112556534,0.051298578,-0.495187864,-0.09584438,0.982282172,-0.199712404,-0.631975177,-0.319317201
67,0.26745914,0.173312271,0.540498361,-0.132487548,-0.063143724,-0.041199221,0.082130747,0.532541976,0.605711007,0.280227095,0.661945024,0.620069705,-0.356556047,0.282305178,0.412358918,0.277303007
68,-0.315125296,-0.093239844,-0.384930327,-0.068420832,-0.297232325,-0.003716478,-0.000938363,-0.403037912,-0.040394233,0.176265617,0.051404051,-0.076282648,0.556331784,-0.127103461,-0.244875785,0.049981646
69,0.06274976,-0.148868933,-0.164547151,-0.231141934,-0.265122411,-0.089213495,0.147689115,-0.121339794,0.073201092,0.216459526,0.186039215,0.160243299,0.775099855,-0.016759013,-0.013847425,0.283729906
70,0.337512324,0.138316628,0.594202827,-0.130126602,-0.062884603,-0.070682585,0.104393655,0.524033594,0.590684349,0.152354659,0.67344981,0.62276602,-0.110868438,0.240817699,0.436915567,0.207084455
71,0.145459626,-0.065863856,0.533770996,0.039950318,0.046670116,-0.165598861,-0.137378669,0.388421761,0.071302325,-0.293207113,-0.049479312,0.098339326,0.469499198,-0.01209663,-0.226090844,-0.128148902
72,0.281945264,0.151968081,-0.010879953,-0.21760417,0.016040105,-0.113114695,0.197749898,0.208317283,0.3921948,0.096497419,0.169194503,-0.100396655,0.56530739,0.248634218,0.339277652,0.23447459
73,0.363522096,0.305585264,-0.191120454,-0.023860582,0.118237239,-0.20057245,0.466466975,0.239477282,0.22742852,0.322095171,0.136395702,0.014476626,0.310666388,-0.081032671,0.264291728,0.207114531
74,0.319656972,0.071232414,0.599064482,0.061405785,-0.171768867,-0.336217487,-0.087051978,0.544946911,0.365614242,-0.046046198,0.297589703,0.632059275,0.02638399,-0.125325628,-0.100937006,-0.095807185
75,0.547060615,0.284307956,0.559967638,0.347313628,0.253094609,0.428524504,0.485669684,0.536025279,0.237472445,0.358775263,0.287338979,0.412826537,1.144266185,0.310014693,0.64930976,0.578148237
76,0.129851094,0.052206406,0.08799744,0.164750589,0.239479659,0.273192735,0.107092703,0.157221562,0.170486101,0.148814724,0.126656824,0.231531016,-0.757072189,0.333280947,0.092224328,0.286262798
77,0.59165233,0.086863695,0.399609062,-0.081871321,0.080602623,0.115292227,0.297375181,0.513519847,0.373294421,0.168026883,0.301291416,0.389714809,1.565387453,0.345419379,0.428820263,0.424454228
78,-0.982343014,0.079116069,0.298244753,-0.073099436,-0.035345848,0.234904085,-0.153723896,-0.334963708,0.136123594,0.48539,0.73361584,0.282510084,-0.360059958,0.241978367,-0.014670594,0.209343398
79,-0.030773877,-0.228198196,0.11316097,-0.64000671,-0.664549035,0.173258718,0.228384721,-0.329587874,-0.225305801,-0.053562218,0.167244559,-0.236605451,-0.045299032,0.055996147,0.037779637,0.29453815
80,0.348725157,0.193087519,0.094299271,0.047291915,0.225148714,0.222592314,0.295544978,0.384333284,0.163867162,0.120471649,0.085494127,0.174186665,1.042814598,0.38540691,0.445633188,0.53193256
81,0.241317757,0.412217082,0.106520998,0.301310975,-0.001929268,-0.024520917,-0.297049562,0.135408914,0.495658524,-0.03446336,0.435441334,0.219662497,-0.621239392,-0.164049344,-0.191827798,-0.298265861
82,0.023646716,-0.029499742,-0.004130624,-0.084743587,0.100953473,-0.222992081,-0.075927863,-0.297362649,0.182154409,0.221062264,0.000703599,0.026991197,0.098047436,-0.090243858,0.150527517,-0.21077483
83,0.501272451,0.129217547,0.496630009,-0.095979873,-0.068603485,-0.095748532,-0.051389496,0.61198092,0.32631785,-0.062282208,0.269397785,0.497349423,-0.252920133,0.060886562,0.102232964,0.054194159
84,0.453802548,0.536812588,-0.040043006,0.378276776,0.263032487,0.074738186,0.718970924,0.25247126,0.193139477,0.496101715,0.1791734,0.253428447,0.922587551,0.025902956,0.621956014,0.388957228
85,-0.216648173,0.018130885,0.190133095,0.030780601,-0.028622131,-0.041183748,-0.171426518,-0.056187134,0.235913028,-0.249476316,-0.024317246,-0.224436123,-0.967496538,-0.220348784,-0.510395898,-0.557663255
86,-0.321690035,-0.184506484,-0.41229414,-0.314487444,-0.206167729,-0.098564027,-0.167635994,-0.471267221,0.372579389,0.066255767,0.256029601,0.173374778,0.721843468,0.432848872,0.195382108,0.347727093
87,0.544219231,0.189781595,0.692631476,0.306660405,0.14301962,0.045749992,0.262421159,0.536452721,0.318714711,0.406772213,0.47529918,0.556753114,0.440366577,0.236750174,0.423531344,0.449470135
88,-0.05900685,0.152269539,0.123935835,-0.394198536,-0.39582909,0.336414063,0.429882048,-0.025842313,-0.056431238,0.300230268,0.244083944,0.145020674,-0.334737251,0.205719922,0.295445231,0.571762588
89,-0.056301938,-0.067357166,-0.241152951,-0.282998345,-0.374457004,-0.136487881,0.074914033,-0.225566279,0.297560527,-0.14083034,0.306073889,-0.438805962,0.644347862,-0.121375582,-0.127261096,-0.041715138
90,0.153382685,0.157631793,0.498344077,0.348235346,0.33547132,-0.100620324,-0.275528862,0.487470737,-0.049594328,-0.167926802,-0.089824165,0.345229637,-1.815934226,-0.15511561,-0.37532418,-0.414213644
91,-0.503801458,-0.184671834,-0.310483645,-0.051463113,-0.048330544,-0.014994116,0.026078417,0.253477705,-0.329083275,0.014437179,-0.363216236,-0.176707531,0.159772511,-0.339415473,-0.697220815,-0.064357767
92,0.337667657,0.147696241,0.353963082,0.300087509,0.056943626,0.332804392,-0.129246182,0.089460579,0.247502584,-0.050458776,0.114294186,0.098956775,-1.045233011,0.120732017,-0.099684552,-0.022921478
93,0.43337186,0.065144267,0.427587754,-0.129907645,-0.047329517,-0.041047333,0.023745741,0.445287784,0.58900329,0.346601452,0.538378744,0.644836739,0.54973627,0.532002216,0.565972999,0.469340348
94,-0.059632464,-0.038806337,0.016828834,0.044136648,0.063977271,0.035187925,-0.030329826,-0.085400907,-0.040373796,0.020067444,-0.023145159,-0.042716123,-0.147282478,0.003407457,-0.140311187,-0.025265427
95,0.313232901,0.215974072,-0.200209535,-0.055274652,0.19201725,-0.102870945,0.536833856,0.161942871,0.375645379,0.04894136,0.062358144,-0.190486605,1.04965195,-0.007996958,0.302085498,0.299752787
96,0.64143042,0.347267206,0.764664452,0.232304918,0.291675147,0.126434853,0.266500224,0.630709556,0.585680855,0.051894991,0.413246814,0.513297075,-0.083649501,0.172404892,0.31649832,0.226279028
97,0.123046105,0.223960227,0.158356812,0.325082083,0.345390943,0.029047107,-0.280624729,0.086966603,-0.00430796,-0.108235206,-0.191400948,-0.0748924,-0.58447973,-0.162288691,-0.377625093,-0.117694243
98,-0.192716669,0.008871874,-0.150217511,0.275310731,0.100251177,0.115845469,-0.121136838,-0.30742011,0.151776973,0.136311251,0.265381283,0.253563276,-1.674875441,0.387094219,0.514773988,0.064721249
99,0.335295776,0.259412206,0.670540945,0.010941318,0.131736887,0.14014381,-0.085315327,0.402414301,0.417847001,-0.038179759,0.270326631,0.159490719,-1.135843015,0.357967961,0.17211615,0.038123579
100,0.201740492,0.134047743,0.244753246,0.329627534,0.18283922,0.012258473,-0.077196835,0.009089125,0.338520198,0.200314247,0.426396972,0.430548759,-2.278186989,0.369684945,0.553964393,0.112291312
101,-0.095128652,0.088993612,0.168483001,-0.353187905,-0.369862995,0.449443903,0.478714889,-0.007460266,-0.068433733,0.205688111,0.308093774,0.089964527,-0.732531001,0.425158959,0.445212785,0.657503405
102,0.354770221,0.52050677,0.341242059,0.424140803,0.36061943,0.350530714,0.05086281,-0.243614767,0.092003577,0.316914153,0.372326087,0.231759836,0.209428374,0.251680822,-0.058120131,-0.030258764
103,0.48673797,0.317980914,-0.030809331,-0.111205826,0.18768329,-0.351450825,0.554915507,0.348844056,0.406267755,0.198153895,0.204820348,-0.123577951,0.847843114,-0.03981415,0.334940627,0.207181414
104,-0.083105548,-0.040175173,-0.296215244,-0.191439176,-0.133140731,0.250114371,0.297787732,-0.131604809,-0.33424351,-0.045109689,-0.035685795,-0.24562671,1.29148648,0.003182726,-0.121843325,-0.000521793
105,0.278967299,0.122700778,-0.02593186,-0.091233688,0.065663006,-0.253319661,0.408546911,0.361716229,0.327663798,0.036896572,0.083281061,0.091230315,1.083429695,0.050978606,0.33846333,0.259072931
106,0.088344256,-0.220424337,-0.042847205,-0.181526379,0.000387524,-0.25306182,-0.131851745,0.073637822,0.486152355,0.324351318,0.579123112,0.506934724,0.081329936,0.630880658,0.768467385,0.76224014
107,-0.00197362,-0.075444971,-0.188889707,-0.024670271,0.103799927,0.01985292,0.024210124,0.064708388,0.103843262,0.117756088,0.081084631,0.55557471,-0.792526243,0.395613437,0.204838059,0.271456539
108,0.285131629,0.226083922,-0.089179934,-0.01279213,0.342278534,-0.061067477,0.427027041,0.252555457,0.387004937,0.106823586,-0.046249461,-0.118483654,0.80151423,-0.029919087,0.137531396,0.194829631
109,-0.183691347,-0.271484106,0.067035728,-0.433803625,-0.561675215,0.103145677,0.149573227,-0.366649371,-0.247119905,-0.064573932,0.140769771,-0.341415865,0.232854207,-0.082604796,-0.010697685,0.149599657
110,-0.427061995,-0.106096116,-0.524152466,-0.223776223,-0.194674863,0.286101063,-0.470053516,-0.617104897,-0.368591776,-0.21392004,-0.409243919,-0.23928111,-0.517106436,-0.22246796,-0.524831041,-0.114582754
111,0.10536954,0.187776691,-0.060543627,-0.129201737,-0.063068178,0.123574012,-0.057494255,-0.15653888,0.002581534,-0.136844466,-0.084364694,0.152887843,-0.454127472,0.132102028,-0.240931511,0.041405846
112,0.333171879,0.34106292,0.097256174,0.472227137,0.505026309,0.438391793,0.111136121,0.078740388,-0.114063515,-0.058043271,-0.195859188,-0.133758802,0.326508456,-0.097069019,-0.139587379,0.155659259
113,0.493430463,0.458410188,0.32411181,0.63693266,0.439096982,0.367179872,0.448092469,0.266090197,0.059890173,0.197570883,0.350208517,0.42498468,0.369392771,0.379561883,0.500975016,0.342545657
114,0.11488829,-0.109465283,0.187279884,-0.184415986,-0.180435912,-0.234252552,-0.112107931,0.180735025,0.125915335,-0.242976996,-0.099708992,0.059491773,-0.183382628,-0.175118364,-0.159455054,-0.099279047
115,0.177040401,0.140435288,-0.14120476,-0.199911554,0.090538434,-0.183753769,0.521428239,0.182856039,0.127357691,-0.004202786,0.102197289,-0.154689051,1.217032529,0.070016035,0.445418559,0.293180418
116,-0.030152348,-0.038005448,-0.35291015,-0.292228004,-0.07447568,-0.12109373,0.208635046,-0.257831374,0.074394535,-0.115971719,-0.18935147,-0.562144391,0.77603996,-0.187934792,0.042122546,-0.087044103
117,0.000641371,0.104865011,-0.196560739,-0.224916746,0.142765987,0.036602948,0.503219428,0.058994519,-0.039878275,-0.108012525,-0.136433442,-0.376417166,0.915138781,-0.234514569,-0.016491414,0.13079021
118,0.477170414,0.252003875,0.167615822,0.442007166,0.425867335,1.035015,0.33686112,0.23971017,0.220147128,0.157846965,0.159611458,0.283331747,1.057816957,0.764710158,0.610790725,0.502915145
119,0.645503458,0.259668987,0.788155495,0.376978173,0.229998154,0.139336538,0.238458948,0.456415779,0.314435299,0.204557961,0.339486,0.422381999,0.122534166,0.101072766,0.207695622,0.130486041
120,0.084831939,0.052650022,0.112130935,0.339541227,0.271002512,0.160303688,-0.210058932,-0.015154995,-0.041735338,-0.061992904,-0.076371624,0.056716203,-0.469031093,0.07165736,-0.242322026,-0.11157507
121,0.411633438,0.327080439,0.521576105,0.267676061,0.135477155,0.121558066,-0.109382973,0.135761382,0.332366538,0.180838064,0.356601811,0.378557644,-0.999839034,-0.017172431,-0.137290284,-0.070727108
122,-0.084322691,-0.179550064,-0.14805763,0.130210235,-0.025589939,-0.133981818,-0.320148344,-0.211777039,0.210491565,0.287022376,0.023402028,-0.233818324,-0.020395862,-0.082538294,-0.08172659,-0.002124675
123,-0.044123294,0.043560585,0.007429006,0.082440744,0.046856626,0.08056647,-0.048448071,-0.083274958,-0.048925338,-0.042602913,0.017385488,-0.009940436,-0.141424118,-0.031228344,-0.080171498,-0.016905196
124,0.304719153,0.143195998,0.000699873,-0.135676634,-0.037299369,-0.320535411,0.553621173,0.372369347,0.277783158,0.037612889,0.250169531,-0.061862522,1.388962802,-0.085853475,0.247230643,0.064145673
125,0.240595936,0.302132553,0.443895664,0.579161907,0.28026372,0.290268977,0.433810128,0.554125572,0.291769049,0.511706399,0.414368082,0.598290735,0.456323224,0.512841056,0.585087359,0.483858254
126,0.335229736,0.37020588,0.427720557,0.543756057,0.295264697,0.46433519,0.433919817,0.350678727,0.364757576,0.49696601,0.554683089,0.578674958,0.585548379,0.48763053,0.481950751,0.587218172
127,0.42829913,0.387647472,0.713136806,0.387636085,0.486740183,-0.144745597,-0.091330817,0.726110955,0.17095014,-0.087334119,-0.023634945,0.388944112,-0.891838354,-0.127308873,-0.256908828,-0.225825258
128,-0.193840698,0.063243609,-0.155295095,0.084878873,0.34932195,0.103259558,0.334630356,0.030929695,-0.102779816,-0.094596024,-0.104812755,-0.331944817,0.103297521,0.035925955,-0.056796519,0.309687839
129,0.309940899,0.144810916,0.448341955,-0.103417275,-0.099839377,-0.104619648,0.048629446,0.458735458,0.363414718,0.286358818,0.448795948,0.539122826,0.230406597,0.36691316,0.344302715,0.365579292
130,0.044455259,0.104799784,0.654223812,0.107280218,-0.154966236,-0.370363441,-0.318326953,0.285335359,0.0753802,-0.045992944,0.039556432,0.281252051,-0.506208061,-0.324110375,-0.521410141,-0.574339354
131,0.237039751,0.195583003,-0.097035098,-0.028636211,0.232668772,-0.205131797,0.594870725,0.162358895,0.329891806,0.070648389,0.118337754,-0.242504049,1.21436656,-0.14404896,0.118802937,0.240769275
132,-0.297228613,-0.02375775,0.110776517,0.00983718,-0.160647332,-0.436110362,-0.333028299,-0.089654439,-0.197208122,-0.048176524,-0.085643931,-0.038624991,-1.01621097,-0.312927825,-0.401157191,-0.494876961
133,-0.172615713,0.142607016,0.456571603,-0.222942922,-0.280295534,-0.364695202,0.139494221,0.41363089,-0.0113982,-0.085090436,0.273869907,0.268652252,-1.850638142,-0.281339697,-0.388279714,-0.152226055
134,0.026045355,0.050135888,0.172390896,-0.02903287,-0.173920656,-0.124553541,-0.098452584,-0.18692315,0.063700617,0.029395191,0.267977185,-0.094077956,-1.001573384,-0.142954139,-0.217763091,-0.317984462
