,Hip25,Hip17,Hip28,Hip19,Hip18,Hip20,Hip27,Hip26,Hip30,Hip24,Hip23,Hip22,Hip32,Hip31,Hip21,Hip29
,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCI,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS,Hip-FCS
128,0.002897884,0.165194069,-0.159815295,-0.710677141,0.398258226,0.52915766,0.0650663,0.148890686,-0.006460926,0.144426616,0.010009477,0.235491857,-0.05539383,0.207441371,-0.827647733,-0.242806369
129,-0.194903886,-0.291677532,-0.496644769,-0.801910166,-0.324964957,-0.703950285,-0.991356964,-0.182015218,-0.364593105,-0.328074146,-0.193848137,-0.572376034,0.031233499,-0.563235893,-0.211123837,0.052847802
130,0.582133494,0.20233474,-0.138621939,-0.547934946,0.171919934,-0.383144113,-1.025698113,0.275890078,-0.014112744,-0.212377036,0.122620079,-0.115992482,-0.129346419,-0.613896165,0.059534963,-0.071681831
131,0.225680625,0.274558661,-0.081809221,-0.97091656,0.374556715,0.578956812,-0.405034586,0.04546288,-0.119687452,0.292388639,0.043082769,-0.037857686,-0.353365421,-0.355019072,-1.141669942,-0.242197771
132,0.201507548,0.156006961,0.196641346,0.589668859,0.280080724,-0.1183589,0.196086488,0.153324896,0.290416282,0.035519124,0.081325777,0.412593204,0.239012782,0.340100622,0.538723524,-0.223007793
133,0.357554197,0.194748899,0.037719515,0.266758262,0.2025883,0.126464389,-0.260309089,0.244492384,-0.49006826,-0.157407728,-0.042559309,-0.0418333,0.104294463,-0.400743131,0.376297579,-0.077379069
134,0.17623621,0.26093286,0.069939208,0.349154148,-0.02441434,-0.253092533,0.178416275,0.194444431,0.324885331,0.165224746,0.418536534,0.30913639,0.111694654,0.076168412,0.621444781,0.046476647
135,0.380432738,0.43267183,0.398758405,-0.486537515,-0.25279481,-0.271355384,-0.954792736,-0.008440186,-0.6288955,-0.272386298,-0.136104644,-0.561306433,-0.376183474,-1.275932268,-0.148905241,-0.075418163
136,0.39142758,0.324080154,-0.227101942,-0.776235258,0.03841474,-0.289998715,-0.664612912,0.185961836,-0.209350296,0.114615125,0.354454592,-0.054598827,-0.183160843,-0.402530802,-0.133856798,-0.070579466
137,0.471362069,0.449246732,0.01207912,-0.522009824,-0.207394682,-0.203047713,-0.846536065,-0.008707652,-0.559146476,-0.148646207,-0.066712541,-0.411404197,-0.459207768,-1.128811639,-0.18643934,-0.137458897
138,0.381477169,0.342699554,-0.187697451,-1.050549531,0.228757094,0.166465501,-0.506862627,0.167339168,-0.023780273,0.042858491,0.133156218,0.050922912,-0.221101916,-0.445357365,-0.554716777,-0.216122872
139,0.227818985,0.487035483,0.061604333,-0.4698476,0.201254423,0.163442861,-0.278635253,0.210888006,0.111409894,0.33494831,0.235519528,0.054187106,-0.030756203,-0.359455746,-0.722829178,0.090798621
140,-0.341824199,-0.178827276,-0.360322816,-0.129424187,-0.321084748,0.108017565,-0.313327082,-0.128590291,-0.248785754,-0.325204726,-0.28443005,-0.413075215,-0.019283003,-0.358994978,-0.082259486,-0.112874357
141,-0.125305152,-0.195089545,0.337524885,0.4394626,0.312371146,0.369714807,0.56816104,0.043132051,0.215804294,0.048385,-0.224007918,0.11683749,0.176965545,0.544348019,0.102884077,0.366701597
142,0.015628849,-0.15962345,0.168430098,0.576934691,0.200316786,0.031741307,0.307544806,0.126750348,0.261099253,-0.019867029,-0.029920573,0.243918851,0.075977199,0.181216504,0.272184888,0.075425558
143,0.041817501,0.027166188,0.360347566,0.493032355,0.09267569,0.150289839,0.202799404,0.12045542,-0.342664015,0.073420376,-0.287309976,-0.570748971,0.06324531,0.076323495,0.39358401,0.300354825
144,-0.220959466,-0.108255534,0.030043426,-0.366506634,-0.105232228,0.06831211,0.096532178,-0.017679665,-0.001646664,-0.158148876,-0.214920566,-0.112042592,0.187292842,0.018965674,-0.131945212,0.114777352
145,0.046173765,0.000289978,0.304124793,0.683717003,0.1161732,0.206164729,0.689157301,0.056760098,0.364596672,0.145797105,0.014287945,0.404996683,0.16509915,0.559833175,0.348893427,0.062690753
