,Hip13,Hip5,Hip10,Hip9,Hip1,Hip2,Hip6,Hip14,Hip8,Hip11,Hip3,Hip16,Hip4,Hip15,Hip12,Hip7
,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOI,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS,Hip-NOS
69,-0.087598332,-0.350406584,0.170268559,0.067452954,0.26260812,0.052018034,0.198318156,0.148713813,0.163596026,-0.055755023,0.084378353,0.168064752,0.605002148,-0.334711907,0.06514449,0.291089917
70,0.084709815,-0.438326105,-0.128984906,-0.175276078,-0.276792966,-0.244186046,-0.22796396,-0.584119097,-0.133945723,-0.033819499,-0.270897513,-0.305660548,0.057821084,-0.792893194,-0.212963393,-0.086137295
71,0.087627189,-0.000962888,-0.31186544,0.404787748,0.671813196,0.337893736,0.194695741,-0.03188653,0.382570175,-0.129797334,-0.10192067,0.646588518,0.662197591,-0.535242738,0.555066486,0.489166825
72,0.280517944,0.283608243,0.197270259,-0.004740935,0.295265297,0.230671213,-0.095401789,-0.190156364,0.289623041,0.135514629,0.143863989,-0.009859436,0.327084136,-0.452923963,0.161005632,-0.038016584
73,0.363926234,0.257562005,0.454900997,0.163536004,0.051173234,0.048619584,-0.207731232,-0.106391523,0.52925459,0.407558903,-0.018091024,0.233125724,0.303690867,-0.586432905,0.144396538,-0.15059216
74,0.424435214,-0.437044552,0.011230552,0.063085411,-0.001180311,0.025765002,-0.315522391,-0.446474019,0.292054209,0.23886903,-0.261644146,0.116286702,0.220086955,-0.731067724,-0.043880036,-0.282558623
75,-0.113175165,-0.887952576,-0.263371449,-0.349906261,-0.52712193,-0.390580782,-0.452691043,-0.100199145,-0.493145277,-0.510500392,-0.374780916,-0.167136402,-0.221363203,-0.62968198,-0.223591288,-0.502545779
76,0.092120172,-0.409154419,0.049616417,0.01558485,-0.182708443,-0.018524556,-0.157258439,-0.081623464,-0.033106454,0.131280585,-0.156489757,-0.047472341,-0.14488246,-0.046389808,-0.058840366,-0.122971415
77,0.13256715,-0.752531386,0.001511925,-0.280001893,-0.40415974,-0.206721762,-0.137012318,-0.30124967,-0.074690444,-0.158955558,-0.359957063,-0.261955728,0.069569689,-0.729938512,-0.006131548,-0.286364661
78,-0.627906475,0.393735941,-0.000991295,0.374605296,0.090248417,0.189197154,0.35217898,-0.419202586,-0.55037431,-0.745536628,0.37900588,0.077898254,0.412051122,0.174089095,-0.090421476,0.250473836
79,0.108066186,0.068537675,-0.097011907,0.244547816,0.037928832,0.150431373,0.430147245,0.110632308,-0.141672398,0.055856945,0.027795304,-0.234787175,-0.147029364,0.276336618,-0.166150266,0.071894989
80,0.048719895,-0.663763857,-0.011749005,-0.35366587,-0.390805521,-0.231473052,-0.251008425,-0.139159881,-0.218350545,-0.222762212,-0.407637765,-0.250081926,-0.039821177,-0.612345807,-0.075513262,0.244195862
81,0.522167146,-0.116523824,0.128634994,0.091330532,-0.07863359,0.336603692,-0.230195284,-0.031851177,0.34305158,0.450778032,-0.106744507,0.097274148,-0.320269706,-0.370349577,-0.102746544,0.026924356
82,0.098815766,0.615543757,0.141033142,0.154873268,0.54097445,0.616038036,0.301114928,-0.187964226,0.061263458,-0.181929369,0.436801178,0.112620692,0.652764079,-0.178529444,0.120331296,0.579897229
83,0.36221083,-0.604305592,0.013795344,-0.001375948,-0.148376307,0.131852681,-0.360229599,-0.410684019,0.076999109,0.106536114,-0.340259063,-0.078484853,0.07405006,-0.612386858,-0.0790483,-0.248466491
84,0.089977153,-0.196133043,0.18268859,-0.040463496,-0.195967652,-0.178717125,-0.144237102,-0.072220638,-0.054463345,-0.116146624,-0.300067295,-0.017489045,-0.184898406,-0.52202067,0.025050085,-0.369970484
85,0.290778251,0.669530734,0.072673745,0.217393284,0.30123017,0.251245365,-0.291072722,-0.005668891,0.354956402,0.321124167,0.347441806,-0.014640998,0.027011119,-0.180920769,-0.136936825,0.098914063
86,-0.252304293,0.181463249,-0.331320031,-0.250777209,0.154921121,0.055500789,0.558593494,-0.240419176,-0.311888815,-0.161827173,0.431834283,-0.251939831,0.728349556,-0.433131688,-0.082749858,-0.045397811
87,-0.079730573,-1.235386367,-0.131756604,-0.040549367,-0.584046796,-0.36405855,-0.370162357,-0.379864998,-0.255104914,-0.335211833,-0.323845377,-0.061453919,0.019212586,-0.525984455,-0.043279479,-0.219938936
88,-0.013303501,-0.391573067,0.18314558,0.174483156,-0.489152612,-0.394041068,-0.244025733,-0.225940975,-0.082361883,0.193747807,-0.512622927,-0.124781883,-0.696830683,-0.134370283,-0.631820218,-0.169497177
89,-0.024805903,0.807702298,0.130791766,0.214922282,0.182908307,0.026214239,-0.006927528,-0.070807904,0.419855395,0.334284022,0.4485717,0.128815527,0.601614948,-0.047957159,0.266058698,-0.18417952
90,0.550160163,-0.097384393,0.093667297,0.122363648,0.107879597,0.234972353,-0.302145857,-0.221217563,0.253784294,0.283273632,-0.076245795,0.049602021,-0.221925902,-0.103287852,-0.143184158,-0.142003972
91,0.689297532,0.080268613,0.63562129,0.728134645,-0.043461387,-0.240652262,0.136896016,0.298720453,0.205317419,0.714996914,-0.029884456,0.454855435,1.189770632,-0.39470516,0.251542241,0.463944451
