Rad-Condition,PctTime_NovelObj,,
Irr,36.95652171,,
Irr,56.35545261,,
Irr,56.17077899,,0.133945323
Irr,72.34219626,,
Irr,51.22669731,,
Irr,58.97114522,,
Irr,61.76837485,,
Irr,60.52935118,,
Sham,44.77124639,,
Sham,15.50001663,,
Sham,32.30974447,,
Sham,48.23766679,,
Sham,62.20322532,,
Sham,57.14285978,,
Sham,64.5472056,,
Sham,43.35025538,,
