"","index","pvalAdjspear","pvalunoneadjspear","estimatespearn"
"1",1,0.181024192738718,0.667921889640397,NA
"2",2,-0.190606461305664,0.651174651981643,NA
"3",3,-0.429461977174774,0.288291543602484,NA
"4",4,-0.41848230360863,0.302142338147411,NA
"5",5,0.0143403337813237,0.973115560208125,NA
"6",6,0.0406163735687655,0.923928013628958,NA
"7",7,-0.449314510808789,0.264054531424336,NA
"8",8,-0.614033702061954,0.105345397092914,NA
"9",9,0.108867326091439,0.797480911090245,NA
"10",10,-0.0807345118075737,0.849279294735887,NA
"11",11,0.0380915049618138,0.928647484817434,NA
"12",12,0.00948625042655119,0.98221434749352,NA
"13",13,-0.376297665483093,0.358217168098097,NA
"14",14,-0.467865699023034,0.242363651745054,NA
"15",15,-0.427391415377217,0.290879452886325,NA
"16",16,-0.134510301258634,0.750818794941976,NA
"17",17,0.0935085366463984,0.825690843199979,NA
"18",18,-0.555873941167174,0.152537039663267,NA
"19",19,-0.446331752054921,0.267628958494813,NA
"20",20,-0.363230682375276,0.376475647290075,NA
"21",21,0.336708024459986,0.414766229889565,NA
"22",22,-0.494836885867887,0.212514165717287,NA
"23",23,-0.616463695746493,0.103585669025407,NA
"24",24,0.138822247853774,0.743033112458093,NA
"25",25,0.339245095640546,0.41103392359584,NA
"26",26,0.0246703875528003,0.953761788772996,NA
"27",27,-0.166708473728668,0.693164718966813,NA
"28",28,-0.590982576502052,0.122882539208764,NA
"29",29,-0.0145993722503165,0.972630066450171,NA
"30",30,-0.326582904058002,0.429804096192042,NA
"31",31,-0.31572124716356,0.446185104562539,NA
"32",32,-0.490311923318338,0.217380839967843,NA
"33",33,-0.502839743464864,0.204047555360665,NA
"34",34,-0.30900155779433,0.456445758033656,NA
"35",35,0.192823428234318,0.64731779073687,NA
"36",36,0.29596590108205,0.47661904536928,NA
"37",37,-0.586517232050997,0.126456744317388,NA
"38",38,-0.708979051922119,0.048952279299737,NA
"39",39,0.595453317482921,0.119361629235683,NA
"40",40,0.208961015949959,0.619453969384352,NA
"41",41,-0.122863949664654,0.771937968879866,NA
"42",42,-0.487129375184782,0.220837994755986,NA
"43",43,-0.26563079781353,0.524874864294937,NA
"44",44,0.233397702053078,0.578012358618417,NA
"45",45,0.328774733434374,0.426529578353949,NA
"46",46,-0.174396301785203,0.679576566090953,NA
"47",47,-0.438672465359111,0.276916617470384,NA
"48",48,-0.577308811228412,0.134009146997393,NA
"49",49,0.253590973241197,0.544508678040554,NA
"50",50,-0.130108441699814,0.758785818382946,NA
"51",51,-0.33736419650198,0.413799544868459,NA
"52",52,0.0893949420840114,0.833275337340346,NA
"53",53,-0.338700103358713,0.411834446771274,NA
"54",54,0.268974686493173,0.519469036248538,NA
"55",55,-0.411830501144457,0.310685659035287,NA
