"","index","pvalAdjspear","pvalunoneadjspear","estimatespearn"
"99",99,0.0487236429195024,0.908787653558489,NA
"100",100,-0.316667067456339,0.444748572328545,NA
"101",101,0.112417321911437,0.790986652649,NA
"102",102,-0.658140418136252,0.0760230455345123,NA
"103",103,-0.232590312453358,0.579366312353442,NA
"104",104,-0.3293539315465,0.425666038958303,NA
"105",105,-0.0170148823543087,0.968103252443765,NA
"106",106,-0.182085705055156,0.666060603548829,NA
"107",107,-0.193386276006697,0.646339689893625,NA
"108",108,-0.0980907884753773,0.817256128952248,NA
"109",109,-0.0956321157059601,0.82178003812144,NA
"110",110,-0.0666400263539776,0.875419384287583,NA
"111",111,0.410228642399202,0.312760021124418,NA
"112",112,-0.159575752586153,0.705836041003266,NA
"113",113,0.457960738488326,0.253828702170287,NA
"114",114,-0.152133276958981,0.719120863014441,NA
"115",115,-0.32026462435573,0.439302026601576,NA
"116",116,-0.307410190364447,0.458889624696282,NA
"117",117,-0.559084075256541,0.149677892579971,NA
"118",118,0.337647053275374,0.413383132639675,NA
"119",119,0.191619039638134,0.649412223277106,NA
"120",120,0.557849362133561,0.150774091261236,NA
"121",121,0.0574142141452582,0.892584689218996,NA
"122",122,-0.0932244762662552,0.826214210976652,NA
"123",123,0.593139153898999,0.121176942154719,NA
"124",124,-0.230974255394148,0.582079590578031,NA
"125",125,0.209752937590583,0.618096427134581,NA
"126",126,0.113024865127964,0.789876273295771,NA
"127",127,-0.209334191197444,0.618814140855164,NA
"128",128,-0.544001377878214,0.163369263651659,NA
"129",129,0.0800458177590604,0.850553959635043,NA
"130",130,-0.16181961145945,0.70184329635907,NA
"131",131,-0.357536642312372,0.384558819110789,NA
"132",132,-0.310862674977494,0.453594372226249,NA
"133",133,0.286249074673633,0.49188082610387,NA
"134",134,-0.15543457030425,0.713220263625139,NA
"135",135,0.149347472162221,0.724109559284159,NA
"136",136,-0.156336593915631,0.711610168814331,NA
"137",137,0.057880552604576,0.891716106528897,NA
"138",138,-0.146300162791958,0.729576274004526,NA
"139",139,-0.385178900541803,0.346042940358354,NA
"140",140,0.137347728475451,0.745693407969405,NA
"141",141,-0.130328129061811,0.758387755624978,NA
"142",142,-0.315624586348523,0.446332022576924,NA
"143",143,0.00747487593248184,0.985985129679721,NA
"144",144,0.114200670804391,0.787728185081181,NA
"145",145,-0.388169996320203,0.341986339851599,NA
