"","index","pvalAdjspear","pvalunoneadjspear","estimatespearn"
"54",54,0.418937544001633,0.301561820960758,NA
"55",55,-0.00676008756402112,0.987325221971892,NA
"56",56,-0.188818851596432,0.654289494032886,NA
"57",57,0.718567926125378,0.0446260447356409,NA
"58",58,0.0712697041177622,0.866821121805469,NA
"59",59,-0.77118605386563,0.0250449363534802,NA
"60",60,0.427991231047627,0.290128611223249,NA
"61",61,0.50949760351732,0.197141356399581,NA
"62",62,0.0668873219624075,0.874959829410881,NA
"63",63,-0.814631927612276,0.013791990867491,NA
"64",64,-0.300397864095926,0.469721153504377,NA
"65",65,0.787544040215612,0.0203165476780749,NA
"66",66,0.113729062152487,0.78858963075391,NA
"67",67,0.598824939920443,0.116744434604519,NA
"68",68,-0.663002668488173,0.0731266895778692,NA
"69",69,-0.549733214962615,0.158089049428816,NA
"70",70,0.246209460560758,0.556674228450711,NA
"71",71,0.335880313748883,0.415987003742014,NA
"72",72,0.567390331153376,0.142417717357555,NA
"73",73,0.608406578754572,0.109485448087909,NA
"74",74,0.139067627365816,0.742590618981748,NA
"75",75,0.813380801820736,0.0140590312928256,NA
"76",76,0.0485556868267911,0.909101082918304,NA
"77",77,0.478403381490359,0.230461478189991,NA
"78",78,-0.462968237087842,0.247999043628742,NA
"79",79,-0.0220265689393038,0.958713539575381,NA
"80",80,-0.108234456741257,0.798639740978461,NA
"81",81,0.191345256443022,0.649888612974621,NA
"82",82,-0.329763578283141,0.425055733467287,NA
"83",83,0.272478977332399,0.513826355511102,NA
"84",84,0.662381030365622,0.0734933095727473,NA
"85",85,-0.235617083674876,0.574296130921392,NA
"86",86,-0.745904374197824,0.033595056605498,NA
"87",87,0.600191360299446,0.115693088020344,NA
"88",88,0.318808700425916,0.441502885545252,NA
"89",89,0.513449496965805,0.193101338210732,NA
"90",90,0.43929078615568,0.276161038650246,NA
"91",91,0.485428518543361,0.222697186826114,NA
"92",92,0.0940810436740198,0.824636196784687,NA
"93",93,-0.128760252831874,0.761229681733792,NA
"94",94,-0.6943904357354,0.0560016935077417,NA
"95",95,0.831911781596023,0.0104263274191809,NA
"96",96,0.4058204196345,0.318502397506057,NA
"97",97,-0.0792221080661061,0.852078888707523,NA
"98",98,-0.337561759370667,0.413508680558918,NA
"99",99,0.280002754823831,0.501790224082074,NA
"100",100,-0.240426676134474,0.566271046115983,NA
"101",101,0.37276735600498,0.363109690895226,NA
"102",102,0.198849725741304,0.636868624898438,NA
"103",103,0.772823186706038,0.0245439015190268,NA
"104",104,0.119655349497101,0.777778463999994,NA
"105",105,0.74061732105248,0.0355808339246036,NA
"106",106,-0.245560225143709,0.557748798153492,NA
"107",107,-0.0299116731983658,0.943949056547789,NA
"108",108,0.847139328917022,0.00793707328865727,NA
"109",109,-0.356457652873707,0.386099107586146,NA
"110",110,-0.184737782655948,0.661416894314614,NA
"111",111,-0.124611965742545,0.76876003704418,NA
"112",112,-0.28716839117253,0.490428846276375,NA
"113",113,-0.0670038759795966,0.874743245095923,NA
"114",114,-0.54987718880831,0.157957635908116,NA
"115",115,0.643902848158632,0.0848854523715571,NA
"116",116,0.625065625634164,0.0974923081271131,NA
"117",117,0.842879567221007,0.00859022272882038,NA
"118",118,0.17413903706046,0.680030083846653,NA
"119",119,0.887086080174738,0.00330110462159456,NA
"120",120,-0.247861412390783,0.553943332626569,NA
"121",121,-0.0919134319579521,0.828630470044377,NA
"122",122,0.348810929631312,0.397092541037905,NA
"123",123,-0.789470921461402,0.0197996204722559,NA
"124",124,0.746449895942144,0.0333941235032559,NA
"125",125,0.708012300201052,0.0494018874074332,NA
"126",126,0.697834702714884,0.0542860211011006,NA
"127",127,0.418327081798684,0.302340397848942,NA
"128",128,-0.623345701146298,0.0986937236850579,NA
"129",129,-0.00205008576414949,0.996156099962464,NA
"130",130,0.344536490239111,0.403296435142289,NA
"131",131,0.759834678529708,0.0286931380834445,NA
"132",132,-0.460623674490757,0.250720054636042,NA
"133",133,0.585450640304024,0.12731899083544,NA
"134",134,0.422267111391867,0.297332340122116,NA
"135",135,0.836036067575086,0.00970935344744173,NA
"136",136,0.676461404841467,0.0654522456805343,NA
"137",137,0.816158706708783,0.0134704717358341,NA
"138",138,0.391092390512621,0.338044278583379,NA
"139",139,0.469193859009205,0.240846688778386,NA
"140",140,-0.828539451870421,0.011036839116084,NA
"141",141,-0.742393654568144,0.0349058726381744,NA
"142",142,-0.626018057548899,0.0968306431579344,NA
"143",143,-0.160901672683336,0.703475970887006,NA
"144",144,-0.656614138294771,0.0769458521050248,NA
"145",145,-0.686837306765974,0.0598762786433103,NA
