Rad-Condition,PctTime_FamiliarObj,,,
Irr,63.04347829,,,
Irr,43.64454739,,,0.133945323
Irr,43.82922101,,,
Irr,27.65780374,,,
Irr,48.77330269,,,
Irr,41.02885478,,,
Irr,38.23162515,,,
Irr,39.47064882,,,
Sham,55.22875361,,,
Sham,84.49998337,,,
Sham,67.69025553,,,
Sham,51.76233321,,,
Sham,37.79677468,,,
Sham,42.85714022,,,
Sham,35.4527944,,,
Sham,56.64974462,,,
