"","index","pvalAdjSpear","pvalunadjSpear","estimateSpear","pvalAdjPear","pvalunadjPearson","estimatePearson"
"113",113,0.619951510038104,0.619951510038104,0.208670913162808,0.619951510038104,0.619951510038104,0.208670913162808
"114",114,0.140756621921441,0.140756621921441,-0.569323429273923,0.140756621921441,0.140756621921441,-0.569323429273923
"115",115,0.266008565550173,0.266008565550173,0.447681455130246,0.266008565550173,0.266008565550173,0.447681455130246
"116",116,0.270264901176779,0.270264901176779,0.444144781119907,0.270264901176779,0.270264901176779,0.444144781119907
"117",117,0.199266849348251,0.199266849348251,0.507435639496636,0.199266849348251,0.199266849348251,0.507435639496636
"118",118,0.182342474527155,0.182342474527155,0.524192900068589,0.182342474527155,0.182342474527155,0.524192900068589
"119",119,0.582726021103014,0.582726021103014,-0.230589610991704,0.582726021103014,0.582726021103014,-0.230589610991704
"120",120,0.905531634806099,0.905531634806099,-0.0504687618029815,0.905531634806099,0.905531634806099,-0.0504687618029815
"121",121,0.0101166774367289,0.0101166774367289,-0.833670199028206,0.0101166774367289,0.0101166774367289,-0.833670199028206
"122",122,0.712390201785597,0.712390201785597,-0.155899531012403,0.712390201785597,0.712390201785597,-0.155899531012403
"123",123,0.329778549079264,0.329778549079264,0.397271968856098,0.329778549079264,0.329778549079264,0.397271968856098
"124",124,0.0886916373577871,0.0886916373577871,-0.638054401932724,0.0886916373577871,0.0886916373577871,-0.638054401932724
"125",125,0.270364988249553,0.270364988249553,0.444061950279755,0.270364988249553,0.270364988249553,0.444061950279755
"126",126,0.9208897086096,0.9208897086096,-0.0422423805700015,0.9208897086096,0.9208897086096,-0.0422423805700015
"127",127,0.780809428156334,0.780809428156334,0.117992201830391,0.780809428156334,0.780809428156334,0.117992201830391
"128",128,0.438332494354848,0.438332494354848,-0.320906954820185,0.438332494354848,0.438332494354848,-0.320906954820185
"129",129,0.193288418761237,0.193288418761237,0.513265536605068,0.193288418761237,0.193288418761237,0.513265536605068
"130",130,0.889165328648659,0.889165328648659,0.0592503483409505,0.889165328648659,0.889165328648659,0.0592503483409505
"131",131,0.489891045380982,0.489891045380982,-0.287509166620546,0.489891045380982,0.489891045380982,-0.287509166620546
"132",132,0.229122979911786,0.229122979911786,0.47960567276105,0.229122979911786,0.229122979911786,0.47960567276105
"133",133,0.230685155634122,0.230685155634122,-0.478202815435503,0.230685155634122,0.230685155634122,-0.478202815435503
"134",134,0.400890209075349,0.400890209075349,-0.346190948267492,0.400890209075349,0.400890209075349,-0.346190948267492
